task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",4,6.413701,8209,"[-6.624034881591797, -3.7433996200561523]","[-15.386658668518066, 4.619424343109131]",10022,"[-6.968618869781494, -4.035583019256592, -6.5535173416137695]","[-10.184237480163574, -17.98849868774414, -0.09941864013671875]",-8.567072,-6.245674,incorrect,False,-17.134144,-18.737022,correct,True,-12.284547,-12.629131,correct,True
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",5,6.1596956,6958,"[-8.998272895812988, -2.446875810623169]","[-10.9845552444458, -4.359853267669678]",5132,"[-8.57141399383545, -8.544283866882324, -6.293279647827148]","[-12.093835830688477, -6.004872798919678, 5.804131031036377]",-7.5658617,-5.5089974,incorrect,False,-15.131723,-16.526993,correct,True,-11.90386,-11.477001,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",6,6.0672007,6415,"[-11.125260353088379, -1.9937223196029663]","[-24.26073455810547, 9.391796112060547]",6434,"[-11.130064010620117, -10.55731201171875, -5.708176612854004]","[-19.68411636352539, -17.44925880432129, -13.43028736114502]",-7.1174073,-4.775085,incorrect,False,-14.234815,-14.325255,correct,True,-11.739891,-11.744695,correct,True
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",7,5.4935308,4524,"[-16.61524200439453, -2.408892869949341]","[-21.797016143798828, -6.488717079162598]",2480,"[-15.79615592956543, -14.434257507324219, -10.614578247070312]","[-19.07124137878418, -22.295366287231445, -16.955078125]",-6.146079,-4.240192,incorrect,False,-12.292158,-12.720575,correct,True,-11.662451,-10.843365,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",8,5.648013,1911,"[-22.477685928344727, -8.040966033935547]","[-15.225981712341309, -17.454084396362305]",690,"[-21.227153778076172, -19.47718048095703, -17.24383544921875]","[-16.609394073486328, -13.269356727600098, -9.252715110778809]",-5.7649045,-3.84386,incorrect,False,-11.529809,-11.53158,correct,True,-10.446699,-9.196167,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",9,5.1241364,37,"[-26.046554565429688, -14.945218086242676]","[-68.50778198242188, -33.00419998168945]",21,"[-25.340431213378906, -22.37406349182129, -20.578401565551758]","[-70.2031478881836, -35.019290924072266, -47.97002029418945]",-3.650402,-2.2097619,incorrect,False,-7.300804,-6.629286,incorrect,False,-5.872493,-5.1663694,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",10,5.883753,32,"[-49.812007904052734, -28.486812591552734]","[-93.67781066894531, -74.87255859375]",37,"[-50.01060485839844, -33.84843826293945, -39.8195686340332]","[-93.04960632324219, -57.548118591308594, -212.2197723388672]",-3.912099,-3.2210157,incorrect,False,-7.824198,-9.663047,correct,True,-5.4703965,-5.6689935,correct,True
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",11,6.60303,104,"[-99.79315948486328, -68.04707336425781]",,74,"[-99.42164611816406, -68.21762084960938, -138.20957946777344]",,-4.220627,-4.0650187,incorrect,False,-8.441254,-12.195056,correct,True,-6.761711,-6.3901978,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",0,3.9437199,28316,"[-13.588897705078125, 45.45404052734375]","[-59.87621307373047, -77.73661041259766]",23026,"[-12.783292770385742, 20.080080032348633, 4.859475135803223]","[-58.978511810302734, -38.15324783325195, -50.84001922607422]",-10.049762,-14.285445,correct,True,-20.099524,-42.856335,correct,True,-16.727371,-15.921766,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",1,6.7614527,17132,"[-2.1957638263702393, 1.8400228023529053]","[-12.48897647857666, -7.905827522277832]",24925,"[-3.091454029083252, 7.387031555175781, 0.8210703134536743]","[-10.61674976348877, -16.471694946289062, -14.538763999938965]",-9.107422,-8.1671295,incorrect,False,-18.214844,-24.501389,correct,True,-13.536765,-14.432456,correct,True
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",2,6.9551554,16402,"[-3.5063602924346924, 1.4130058288574219]","[-16.218088150024414, -11.024443626403809]",20467,"[-4.011751651763916, 3.378420829772949, -1.0665148496627808]","[-18.289287567138672, -16.695016860961914, -24.491029739379883]",-8.650559,-7.764826,incorrect,False,-17.301119,-23.294477,correct,True,-13.330797,-13.836189,correct,True
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",3,6.7053237,12030,"[-6.047815799713135, -0.9872874021530151]","[1.1790027618408203, -10.983987808227539]",16316,"[-6.687315464019775, 0.024365901947021484, -5.234696388244629]","[4.872520446777344, -14.226293563842773, -3.5437936782836914]",-8.7698345,-6.6592774,incorrect,False,-17.539669,-19.977833,correct,True,-12.972392,-13.611892,correct,True
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",4,6.4224606,8152,"[-6.609226226806641, -3.832798719406128]","[-15.238285064697266, -3.4849777221679688]",10129,"[-6.986649036407471, -3.835754871368408, -6.602454662322998]","[-9.502060890197754, -12.782039642333984, 4.246114253997803]",-8.545411,-6.280363,incorrect,False,-17.090822,-18.84109,correct,True,-12.268662,-12.646086,correct,True
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",5,6.184041,6937,"[-8.963650703430176, -4.677521228790283]","[-11.247231483459473, -1.280942678451538]",4886,"[-8.471802711486816, -7.357535362243652, -4.7873382568359375]","[-11.664422035217285, -13.829214096069336, 0.0640420913696289]",-7.755502,-5.2616467,incorrect,False,-15.511004,-15.784941,correct,True,-11.894067,-11.402219,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",6,6.1332507,7012,"[-11.124277114868164, -3.832239866256714]","[-24.015764236450195, 3.7664520740509033]",6286,"[-10.9476318359375, -10.637636184692383, -4.944359302520752]","[-18.5438175201416, -10.74505615234375, -13.87987995147705]",-7.2000027,-4.7768617,incorrect,False,-14.400005,-14.3305855,incorrect,False,-11.838425,-11.661779,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",7,5.5448637,5140,"[-16.5601806640625, -4.844937801361084]","[-22.800914764404297, -15.315759658813477]",2171,"[-15.375096321105957, -13.357176780700684, -9.758930206298828]","[-19.743087768554688, -18.204933166503906, -15.93631362915039]",-6.2883515,-4.0703444,incorrect,False,-12.576703,-12.211034,incorrect,False,-11.837246,-10.652162,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",8,5.6244383,2336,"[-22.710826873779297, -11.276876449584961]","[-17.493175506591797, -15.36098575592041]",642,"[-21.129140853881836, -17.94520378112793, -16.63833236694336]","[-18.12330436706543, -13.011573791503906, -13.562299728393555]",-6.027878,-3.72777,incorrect,False,-12.055756,-11.1833105,incorrect,False,-10.722084,-9.140398,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",9,4.997812,51,"[-26.69666862487793, -16.881608963012695]","[-68.45869445800781, -41.00577926635742]",24,"[-25.577163696289062, -21.219770431518555, -21.250497817993164]","[-69.62268829345703, -34.473602294921875, -47.50416564941406]",-3.886107,-2.1634548,incorrect,False,-7.772214,-6.4903646,incorrect,False,-6.3627405,-5.2432356,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",10,5.8999453,40,"[-50.10380554199219, -32.6789665222168]","[-94.40821075439453, -127.97909545898438]",35,"[-49.86334991455078, -32.89971160888672, -40.064735412597656]","[-93.67648315429688, -59.915931701660156, -217.59812927246094]",-4.172571,-3.0673048,incorrect,False,-8.345142,-9.201915,correct,True,-5.8045835,-5.564128,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",11,6.6158466,116,"[-100.19566345214844, -90.55732727050781]",,60,"[-99.49437713623047, -68.23432922363281, -147.0626220703125]",,-4.3653917,-3.9982264,incorrect,False,-8.730783,-11.994679,correct,True,-6.932062,-6.230776,incorrect,False
capitals-recognition,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,True,"The capital of Canada is either Ottawa or Toronto. In fact,","The capital of Canada is either Ottawa or Toronto. In fact, the capital of Canada is",0,3.5651398,14792,[-9.639613151550293],[-67.39393615722656],11805,[-9.091065406799316],[-66.50242614746094],-14.706656,-14.158109,incorrect,False,-14.706656,-14.158109,incorrect,False,-14.706656,-14.158109,incorrect,False
