task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,10,8.18075,10094,"[1.3629586696624756, 1.157189965248108, 0.8035197854042053]","[0.7422819137573242, 0.965009868144989, 4.304111957550049]",1490,[3.5783185958862305],[1.514670968055725],-11.414536,-9.120275,incorrect,False,-34.24361,-9.120275,incorrect,False,-11.335636,-9.120275,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,11,8.486839,8000,"[1.60804283618927, 1.5238310098648071, 2.1721174716949463]","[0.1903344839811325, 0.16885334253311157, 2.9613349437713623]",762,[4.024594783782959],[-1.6717184782028198],-10.54707,-8.48986,incorrect,False,-31.641209,-8.48986,incorrect,False,-10.906412,-8.48986,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,12,8.414801,6777,"[1.5772567987442017, 1.4962832927703857, 3.0016653537750244]","[0.9172998070716858, 1.5803266763687134, 0.8173990249633789]",1746,[3.0505728721618652],[-0.028378747403621674],-10.231002,-9.225624,incorrect,False,-30.693007,-9.225624,incorrect,False,-10.69894,-9.225624,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,13,8.517475,5362,"[1.8520593643188477, 2.004016399383545, 3.034919023513794]","[0.919195830821991, -2.3937628269195557, 1.700216293334961]",2088,[2.821680784225464],[5.858087539672852],-9.926272,-9.361673,incorrect,False,-29.778818,-9.361673,incorrect,False,-10.331296,-9.361673,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,14,8.279625,3340,"[2.131309747695923, 0.8874000906944275, 3.4367289543151855]","[2.692089557647705, 5.808984756469727, 1.5712660551071167]",90,[5.022830486297607],[0.6888545155525208],-10.029194,-7.0095987,incorrect,False,-30.087582,-7.0095987,incorrect,False,-9.901119,-7.0095987,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,15,8.067355,975,"[2.9726011753082275, 3.080489158630371, 3.57072114944458]","[4.454921245574951, 4.884432315826416, 0.954028308391571]",81,[4.768611907958984],[4.641124725341797],-8.915248,-7.032198,incorrect,False,-26.745743,-7.032198,incorrect,False,-8.828211,-7.032198,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,16,7.451557,232,"[4.46687650680542, 4.6317219734191895, 3.493195056915283]","[0.8509801030158997, 5.248239517211914, 5.337263584136963]",33,[6.026923179626465],[7.4812397956848145],-8.453621,-6.2641487,incorrect,False,-25.360863,-6.2641487,incorrect,False,-7.824195,-6.2641487,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,17,1.5157536,479,"[4.2012038230896, 5.981771945953369, 4.94671630859375]","[5.769250392913818, 6.4921722412109375, 5.962779998779297]",10,[8.450103759765625],[4.116699695587158],-8.424567,-6.4177265,incorrect,False,-25.2737,-6.4177265,incorrect,False,-10.666623,-6.4177265,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,18,0.6393799,75,"[5.8577470779418945, 7.463535308837891, 6.492091655731201]","[2.7824153900146484, 6.444370269775391, 2.4786367416381836]",13,[8.817831993103027],[11.719717025756836],-7.8242335,-7.669976,incorrect,False,-23.4727,-7.669976,incorrect,False,-10.630061,-7.669976,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,19,1.0425318,64,"[6.234433650970459, 8.455599784851074, 6.744144916534424]","[10.173303604125977, 6.554927349090576, 7.446553707122803]",3,[11.93072509765625],[12.366545677185059],-7.051679,-4.0448728,incorrect,False,-21.155037,-4.0448728,incorrect,False,-9.741158,-4.0448728,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,20,1.1902914,21,"[9.056373596191406, 9.349370002746582, 8.950825691223145]","[4.752248287200928, 6.778860092163086, 3.5709593296051025]",4,[14.629839897155762],[5.7830915451049805],-5.5785995,-3.4654117,incorrect,False,-16.735798,-3.4654117,incorrect,False,-9.038866,-3.4654117,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,21,0.9024439,18,"[9.463007926940918, 10.38367748260498, 9.387350082397461]","[4.220991611480713, 8.750288963317871, 5.3198065757751465]",4,[14.633973121643066],[3.045069694519043],-5.3422503,-4.5712156,incorrect,False,-16.02675,-4.5712156,incorrect,False,-9.742176,-4.5712156,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,22,1.0717182,12,"[9.731904983520508, 11.799314498901367, 10.5744047164917]","[13.151493072509766, 9.663787841796875, 2.54451322555542]",3,[14.023913383483887],[16.45555877685547],-3.8115275,-2.9046316,incorrect,False,-11.434583,-2.9046316,incorrect,False,-7.196637,-2.9046316,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,23,1.4179041,9,"[12.704242706298828, 13.282831192016602, 10.585745811462402]","[8.093888282775879, 11.475622177124023, 5.134751319885254]",2,[17.580705642700195],[11.677178382873535],-3.116811,-0.9883439,incorrect,False,-9.350433,-0.9883439,incorrect,False,-5.864803,-0.9883439,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,24,1.643271,8,"[13.803135871887207, 15.292082786560059, 11.638809204101562]","[9.551889419555664, 11.343073844909668, 9.031164169311523]",1,[19.233905792236328],[-3.800802230834961],-2.8360126,-1.1135674,incorrect,False,-8.508038,-1.1135674,incorrect,False,-6.544336,-1.1135674,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,25,1.5130628,3,"[15.200716018676758, 17.2855281829834, 13.72700309753418]","[5.68816614151001, 12.400640487670898, 9.51785659790039]",1,[17.005901336669922],[-0.07929355651140213],-1.0772394,-0.944137,incorrect,False,-3.231718,-0.944137,incorrect,False,-2.7493267,-0.944137,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,26,1.6955898,3,"[15.487893104553223, 19.546119689941406, 15.669426918029785]","[25.322891235351562, 7.207861423492432, 9.19705867767334]",1,[15.789815902709961],[-1.9554940462112427],-0.5056512,-1.1101625,correct,True,-1.5169535,-1.1101625,incorrect,False,-1.4120891,-1.1101625,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,27,0.047664605,1,"[20.8272647857666, 20.304790496826172, 17.468740463256836]","[7.961086273193359, 8.33748722076416, 9.03203296661377]",3,[14.133757591247559],[-0.9277164340019226],-0.006879198,-6.699911,correct,True,-0.020637594,-6.699911,correct,True,-0.006407432,-6.699911,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,28,0.034460373,1,"[20.86315155029297, 21.551912307739258, 18.96510887145996]","[-2.150784730911255, 13.208580017089844, 20.466381072998047]",3,[12.585941314697266],[1.4846962690353394],-0.0026358406,-8.28208,correct,True,-0.007907522,-8.28208,correct,True,-0.004871642,-8.28208,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,29,0.052839845,1,"[18.986400604248047, 24.09235954284668, 23.986705780029297]","[7.255107879638672, -4.642950057983398, 5.353439807891846]",3,[12.046670913696289],[2.9335086345672607],-0.0025799929,-6.9462543,correct,True,-0.0077399784,-6.9462543,correct,True,-0.006530018,-6.9462543,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,30,0.058727678,1,"[19.95111656188965, 21.957523345947266, 23.802410125732422]","[4.5846710205078125, 8.925740242004395, 12.674027442932129]",5,[12.072335243225098],[6.6979804039001465],-0.0023007407,-7.885293,correct,True,-0.006902222,-7.885293,correct,True,-0.0065193586,-7.885293,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,31,2.334897,1,"[16.612953186035156, 19.931867599487305, 22.926116943359375]",,4,[13.273921012878418],,-0.15878153,-3.8125753,correct,True,-0.4763446,-3.8125753,correct,True,-0.473544,-3.8125753,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,0,8.567029,17484,"[-1.086931824684143, 4.449095249176025]","[1.2133773565292358, 4.433745384216309]",5504,"[0.5272718071937561, 4.483263969421387, -1.1570429801940918]","[2.87465500831604, 4.106067180633545, 4.498782157897949]",-9.454105,-9.48075,correct,True,-18.90821,-28.442251,correct,True,-11.839713,-10.22551,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,1,8.064848,13152,"[-0.16239877045154572, 5.797691345214844]","[0.580216646194458, 0.8598281741142273]",1053,"[2.551267623901367, 5.712103366851807, 2.602006435394287]","[3.15933895111084, 2.863684892654419, 7.5031938552856445]",-8.761337,-7.7108912,incorrect,False,-17.522675,-23.132673,correct,True,-11.633938,-8.920273,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,2,8.552108,12320,"[0.17577287554740906, 4.956657886505127]","[-2.774369955062866, 2.9341533184051514]",383,"[3.4214630126953125, 5.58594274520874, 6.496081829071045]","[-1.8981001377105713, 1.9973293542861938, 5.505238056182861]",-9.16691,-6.3328443,incorrect,False,-18.33382,-18.998533,correct,True,-11.383727,-8.138037,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,3,8.617831,21420,"[-0.9788504242897034, 5.052344799041748]","[-3.34542179107666, 2.7678420543670654]",2684,"[1.9632554054260254, 5.170928955078125, 8.085752487182617]","[3.2625958919525146, 1.7485499382019043, 7.778607368469238]",-9.650428,-6.5964866,incorrect,False,-19.300856,-19.78946,correct,True,-12.550372,-9.608267,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,4,8.655781,29164,"[-3.088390350341797, 4.982614994049072]","[1.0857973098754883, 1.776077389717102]",387,"[3.626033067703247, 4.855710983276367, 10.383649826049805]","[0.5196394324302673, 0.06014328449964523, 2.768419027328491]",-10.748375,-5.5716596,incorrect,False,-21.49675,-16.71498,incorrect,False,-14.605549,-7.8911266,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,5,8.388381,26240,"[-1.8439345359802246, 5.065854072570801]","[-0.5676035284996033, 3.9505958557128906]",978,"[3.1889150142669678, 4.275439739227295, 9.924742698669434]","[-2.3961715698242188, 1.0503690242767334, 5.898007392883301]",-10.364807,-6.302946,incorrect,False,-20.729614,-18.908838,incorrect,False,-13.769888,-8.73704,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,6,8.610844,27950,"[-1.9061275720596313, 6.057023048400879]","[0.3329858183860779, 3.7639522552490234]",5963,"[1.6863361597061157, 4.0310378074646, 11.439651489257812]","[2.817302942276001, 2.5759692192077637, 7.657209873199463]",-10.029232,-6.6258264,incorrect,False,-20.058464,-19.87748,incorrect,False,-14.068649,-10.476185,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,7,8.4765835,26649,"[-1.4518144130706787, 6.702012538909912]","[-0.4642445147037506, 4.527878284454346]",2286,"[2.904698133468628, 4.5565056800842285, 12.852453231811523]","[-0.12435147166252136, 1.4589756727218628, 1.1032243967056274]",-9.770005,-5.949093,incorrect,False,-19.54001,-17.847279,incorrect,False,-13.812328,-9.455816,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,8,8.435232,27197,"[-1.5100477933883667, 7.735545635223389]","[0.19628502428531647, 3.9366281032562256]",3693,"[2.50925350189209, 4.678737163543701, 12.008888244628906]","[1.1877036094665527, 3.0576331615448, 1.7531321048736572]",-9.291771,-6.0603547,incorrect,False,-18.583542,-18.181065,incorrect,False,-14.013903,-9.994602,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,9,8.35438,26606,"[-1.2478793859481812, 8.27872371673584]","[-0.36535385251045227, 0.03980186581611633]",3183,"[2.7891845703125, 5.276524066925049, 11.01703929901123]","[1.4290404319763184, 1.070099115371704, -1.12763249874115]",-8.828939,-6.0251956,incorrect,False,-17.657879,-18.075586,correct,True,-13.893751,-9.856687,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,10,8.413414,26621,"[-1.2492296695709229, 7.649067401885986]","[0.3741922080516815, 1.5564852952957153]",2285,"[3.0605220794677734, 5.13861083984375, 9.810422897338867]","[0.6626734137535095, -0.25645557045936584, 2.5271615982055664]",-9.083384,-6.1889644,incorrect,False,-18.166767,-18.566893,correct,True,-13.800099,-9.490347,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,11,8.569656,24266,"[-0.9997068047523499, 7.597968578338623]","[-4.781418800354004, 2.2567689418792725]",1535,"[3.1511495113372803, 4.506324768066406, 9.97277545928955]","[-1.5753068923950195, 4.374486446380615, 6.449439525604248]",-8.750422,-6.233002,incorrect,False,-17.500843,-18.699007,correct,True,-13.25539,-9.104532,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,12,8.602483,30204,"[-2.9059371948242188, 7.8818440437316895]","[2.652010440826416, 2.5705363750457764]",3050,"[2.2624692916870117, 5.716107368469238, 11.531387329101562]","[0.6188585162162781, 1.9430121183395386, 7.273393630981445]",-9.545206,-5.5874424,incorrect,False,-19.090412,-16.762327,incorrect,False,-14.888317,-9.71991,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,13,8.508735,26235,"[-1.5285565853118896, 8.211179733276367]","[2.5992889404296875, 3.9472734928131104]",3042,"[2.2934730052948, 5.809018135070801, 13.215703964233398]","[3.1999528408050537, 1.7899665832519531, 7.386450290679932]",-8.898292,-5.396019,incorrect,False,-17.796583,-16.188057,incorrect,False,-13.544062,-9.722032,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,14,7.24638,17870,"[-0.4389891028404236, 8.823871612548828]","[-0.31362953782081604, 1.1921018362045288]",625,"[3.450073003768921, 5.930274486541748, 14.986194610595703]","[-1.4348222017288208, 1.1499308347702026, 12.918651580810547]",-8.531702,-4.970063,incorrect,False,-17.063404,-14.91019,incorrect,False,-12.56009,-8.671027,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,15,7.6004553,16974,"[-0.5125792026519775, 8.176351547241211]","[6.226027011871338, 4.584280014038086]",1387,"[2.5563840866088867, 5.691610813140869, 18.13756561279297]","[4.097668647766113, 2.5990936756134033, 7.447159767150879]",-8.764772,-5.145537,incorrect,False,-17.529545,-15.436611,incorrect,False,-12.301712,-9.232748,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,16,6.0435953,2485,"[2.2644565105438232, 8.61474323272705]","[4.809813976287842, 3.9839203357696533]",351,"[3.9227771759033203, 5.751135349273682, 19.014432907104492]","[-1.069035530090332, 4.187901973724365, 7.946348667144775]",-7.3755126,-4.996382,incorrect,False,-14.751025,-14.989146,correct,True,-10.162714,-8.504393,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,17,2.266309,413,"[3.9742438793182373, 9.089317321777344]","[3.8388829231262207, 3.353858709335327]",1285,"[2.9837450981140137, 6.741669178009033, 19.943225860595703]","[0.7461397051811218, 2.580338716506958, 10.558364868164062]",-7.565586,-5.5664735,incorrect,False,-15.131172,-16.69942,correct,True,-10.013216,-11.003715,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,18,0.69015193,137,"[4.824678421020508, 9.334237098693848]","[11.565187454223633, 7.317193031311035]",1455,"[2.8005802631378174, 6.699462413787842, 21.47338104248047]","[10.106993675231934, 5.8874735832214355, 13.444334983825684]",-7.742831,-6.2243824,incorrect,False,-15.485662,-18.673147,correct,True,-11.130254,-13.154358,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,19,1.0015368,14,"[8.225981712341309, 10.793549537658691]","[12.575115203857422, 4.632181167602539]",52,"[5.927046298980713, 7.6604323387146, 23.23163604736328]","[8.28249454498291, 8.858858108520508, 10.486799240112305]",-5.770967,-4.740929,incorrect,False,-11.541934,-14.222787,correct,True,-7.2323017,-9.53123,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,20,0.9688326,4,"[11.70382308959961, 11.064319610595703]","[9.704384803771973, 1.8251787424087524]",20,"[8.134570121765137, 9.51397705078125, 24.549427032470703]","[5.0136260986328125, 4.690670490264893, 11.341235160827637]",-4.654278,-4.0900307,incorrect,False,-9.308556,-12.270092,correct,True,-5.41567,-8.984908,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,21,1.1072009,4,"[13.244071006774902, 10.795255661010742]","[7.3948493003845215, 5.761277198791504]",17,"[8.661460876464844, 10.025736808776855, 26.126178741455078]","[6.690989971160889, 5.1736345291137695, 9.400410652160645]",-3.4352756,-3.9619815,correct,True,-6.870551,-11.885944,correct,True,-3.7821045,-8.364709,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,22,1.9086742,2,"[13.7903413772583, 11.30959415435791]","[6.707075595855713, 2.3213438987731934]",13,"[9.569955825805664, 10.41842269897461, 27.038379669189453]","[9.13418197631836, 1.4370720386505127, 5.050628185272217]",-1.9054971,-3.1813576,correct,True,-3.8109941,-9.544073,correct,True,-1.6707078,-5.8910875,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,23,1.76553,4,"[14.467655181884766, 11.15903091430664]","[22.661396026611328, 4.781972885131836]",7,"[11.225826263427734, 10.141609191894531, 26.882465362548828]","[16.13459014892578, 10.284738540649414, 4.484744071960449]",-3.644687,-3.149397,incorrect,False,-7.289374,-9.448191,correct,True,-1.9337696,-5.1755958,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,24,0.80189157,1,"[19.779197692871094, 11.83348274230957]","[-4.034555435180664, 18.13602066040039]",5,"[14.892804145812988, 11.718332290649414, 26.449831008911133]","[7.861133098602295, 25.793659210205078, 3.755436420440674]",-1.2179338,-2.6756647,correct,True,-2.4358675,-8.026994,correct,True,-0.35483286,-5.241224,correct,True
