task,item_id,condition,exemplar,correct,incorrect,human_prop_correct,prefix,question,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_incorrect_first_token,control_logits_incorrect,control_logits_deltas_incorrect,control_mean_logprob_correct,control_mean_logprob_incorrect,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_incorrect,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_incorrect,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,12,9.677852,35082,[-0.7602738738059998],[1.5195980072021484],66354,"[-2.068753242492676, 3.505868673324585]","[3.903261184692383, -1.482059359550476]",-12.473674,-10.622764,incorrect,False,-12.473674,-21.245527,correct,True,-12.473674,-13.782154,correct,True,10.7317095,51084,[0.6558549404144287],[-1.028709888458252],49262,"[0.7057100534439087, 4.129020690917969]","[-2.162170171737671, -1.38150954246521]",-12.176583,-9.62888,incorrect,False,-12.176583,-19.25776,correct,True,-12.176583,-12.126729,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,13,9.917587,37290,[-0.07744971662759781],[2.5595269203186035],42970,"[-0.3096933960914612, 2.832592010498047]","[-1.3588095903396606, 1.9954900741577148]",-12.461185,-10.355164,incorrect,False,-12.461185,-20.710327,correct,True,-12.461185,-12.69343,correct,True,10.824311,36838,[0.4376523792743683],[3.388232946395874],44635,"[0.23613114655017853, 3.6552014350891113]","[3.267678737640381, 4.019045352935791]",-11.726217,-9.592731,incorrect,False,-11.726217,-19.185463,correct,True,-11.726217,-11.927739,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,14,9.941139,15369,[0.9315862655639648],[4.306558609008789],52995,"[-0.8310575485229492, 3.36051344871521]","[-1.7915436029434204, 5.761129379272461]",-11.289707,-10.121162,incorrect,False,-11.289707,-20.242325,correct,True,-11.289707,-13.052349,correct,True,10.791761,25133,[0.998367428779602],[-1.8577171564102173],32670,"[0.7837250828742981, 4.534196853637695]","[-3.174297332763672, 1.7204426527023315]",-11.397966,-9.437719,incorrect,False,-11.397966,-18.875439,correct,True,-11.397966,-11.612609,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,15,9.873521,622,[2.5050153732299805],[0.8754206299781799],43068,"[-1.453567624092102, 5.039669513702393]","[4.998276233673096, 0.822347104549408]",-8.7284355,-9.304071,correct,True,-8.7284355,-18.608143,correct,True,-8.7284355,-12.687019,correct,True,10.902689,25555,[0.610222578048706],[0.11148571223020554],41618,"[0.1600584089756012, 4.846000671386719]","[1.5485987663269043, -0.6574584245681763]",-11.383017,-9.482717,incorrect,False,-11.383017,-18.965433,correct,True,-11.383017,-11.833181,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,16,9.732204,1088,[2.5123260021209717],[7.95177698135376],6722,"[1.0488224029541016, 4.946285247802734]","[3.9917383193969727, 5.227989673614502]",-9.076676,-8.401917,incorrect,False,-9.076676,-16.803835,correct,True,-9.076676,-10.540178,correct,True,10.970305,36940,[0.6179677248001099],[-0.09216701239347458],44431,"[0.4291461408138275, 4.289124488830566]","[1.6970868110656738, 10.591243743896484]",-11.683342,-9.599437,incorrect,False,-11.683342,-19.198874,correct,True,-11.683342,-11.872164,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,17,9.581159,136,[5.567168712615967],[8.3684663772583],6341,"[2.6036975383758545, 6.344790458679199]","[7.3522443771362305, 4.421560764312744]",-7.5658364,-7.7335467,correct,True,-7.5658364,-15.467093,correct,True,-7.5658364,-10.529306,correct,True,10.927127,36264,[0.569957435131073],[-2.1786320209503174],32148,"[0.6832984685897827, 7.199671268463135]","[-1.1495800018310547, 9.285069465637207]",-11.684332,-8.499743,incorrect,False,-11.684332,-16.999487,correct,True,-11.684332,-11.5709915,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,18,9.165546,5,[8.176456451416016],[1.9578253030776978],230,"[5.110788822174072, 7.389841079711914]","[0.27732616662979126, 3.2934117317199707]",-4.844001,-6.1517315,correct,True,-4.844001,-12.303463,correct,True,-4.844001,-7.909669,correct,True,10.924159,31390,[0.3048701286315918],[1.2555984258651733],23484,"[0.5389509797096252, 9.427875518798828]","[0.06168576702475548, 5.468236446380615]",-11.541298,-7.5569615,incorrect,False,-11.541298,-15.113923,correct,True,-11.541298,-11.307219,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,19,9.466309,4,[8.33269214630127],[5.5253682136535645],466,"[4.871760368347168, 7.8836259841918945]","[1.8428372144699097, 2.843111991882324]",-4.9679804,-6.1252337,correct,True,-4.9679804,-12.250467,correct,True,-4.9679804,-8.428913,correct,True,10.951983,29671,[0.4495652914047241],[2.760434627532959],26652,"[0.5387970209121704, 10.348475456237793]","[2.2117273807525635, 3.71907114982605]",-11.484989,-7.1874237,incorrect,False,-11.484989,-14.374847,correct,True,-11.484989,-11.395758,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,20,8.527652,2,[9.465612411499023],[7.724405765533447],173,"[5.054882526397705, 8.01271915435791]","[4.127450466156006, 5.930973052978516]",-3.2799382,-5.9534836,correct,True,-3.2799382,-11.906967,correct,True,-3.2799382,-7.690669,correct,True,10.899658,24069,[1.0460352897644043],[-3.03438663482666],25915,"[0.9885789155960083, 10.532304763793945]","[-4.858969688415527, 5.845616817474365]",-11.34263,-7.3901973,incorrect,False,-11.34263,-14.780395,correct,True,-11.34263,-11.400086,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,21,7.742645,1,[11.285972595214844],[15.523270606994629],108,"[6.0277910232543945, 9.370491027832031]","[2.3406739234924316, 10.014942169189453]",-2.162923,-5.503743,correct,True,-2.162923,-11.007486,correct,True,-2.162923,-7.4211035,correct,True,10.873726,19520,[0.6960030794143677],[6.527087688446045],26859,"[0.4554254114627838, 11.587563514709473]","[7.319251537322998, 10.82925033569336]",-11.185308,-7.200958,incorrect,False,-11.185308,-14.401916,correct,True,-11.185308,-11.425886,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,22,1.2520223,1,[15.857771873474121],[13.67676830291748],124,"[6.166306972503662, 11.74494743347168]","[10.538176536560059, 4.765458106994629]",-0.15829961,-6.016323,correct,True,-0.15829961,-12.032646,correct,True,-0.15829961,-9.849756,correct,True,10.700673,22875,[1.4939206838607788],[-3.150845527648926],26582,"[1.366168737411499, 13.797831535339355]","[-1.1305705308914185, 5.711600303649902]",-11.345704,-6.5671854,incorrect,False,-11.345704,-13.134371,correct,True,-11.345704,-11.473455,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,23,0.25892183,1,[18.877239227294922],[3.1555984020233154],22,"[9.2763090133667, 12.18546199798584]","[-0.1567831039428711, 4.0158772468566895]",-0.039610665,-6.1529894,correct,True,-0.039610665,-12.305979,correct,True,-0.039610665,-9.640543,correct,True,10.752545,37895,[1.1423341035842896],[1.4985363483428955],35303,"[1.21358323097229, 14.32824993133545]","[2.298701524734497, 4.4132399559021]",-11.803353,-6.584896,incorrect,False,-11.803353,-13.169792,correct,True,-11.803353,-11.732103,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,24,0.26256996,1,[18.273578643798828],[5.405168056488037],27,"[8.410242080688477, 12.533355712890625]","[0.8587689995765686, 6.211860179901123]",-0.036778606,-6.26703,correct,True,-0.036778606,-12.53406,correct,True,-0.036778606,-9.900113,correct,True,10.70638,34287,[1.24801504611969],[-1.9447420835494995],29094,"[1.398734450340271, 14.566184997558594]","[-0.432088702917099, 10.041732788085938]",-11.701009,-6.606936,incorrect,False,-11.701009,-13.213872,correct,True,-11.701009,-11.550288,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,25,0.21947698,1,[18.57334327697754],[-0.29643604159355164],36,"[7.987758159637451, 13.408504486083984]","[-6.171329498291016, 3.8628485202789307]",-0.030113118,-6.686179,correct,True,-0.030113118,-13.372358,correct,True,-0.030113118,-10.615692,correct,True,10.827413,37184,[0.7481648325920105],[3.0251071453094482],23713,"[1.1702853441238403, 16.2193603515625]","[2.178771495819092, 3.8674583435058594]",-11.784591,-6.7394037,incorrect,False,-11.784591,-13.478807,correct,True,-11.784591,-11.36247,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,26,0.27383465,1,[17.088998794555664],[-2.4675118923187256],96,"[5.421871185302734, 13.641433715820312]","[-0.01464788243174553, 0.5435170531272888]",-0.035643395,-6.7447906,correct,True,-0.035643395,-13.489581,correct,True,-0.035643395,-11.702782,correct,True,10.8416,39109,[1.0531436204910278],[11.377251625061035],28147,"[1.3746806383132935, 16.375728607177734]","[8.511919975280762, 0.7150455117225647]",-11.833118,-6.798582,incorrect,False,-11.833118,-13.597164,correct,True,-11.833118,-11.511582,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,27,0.5297271,1,[15.303354263305664],[1.884617805480957],76,"[5.0969038009643555, 12.910971641540527]","[-1.1626555919647217, -9.377403259277344]",-0.061963692,-5.5730953,correct,True,-0.061963692,-11.146191,correct,True,-0.061963692,-10.268402,correct,True,10.764424,47393,[2.4280686378479004],[7.675931930541992],49109,"[2.379080057144165, 15.749773979187012]","[8.570809364318848, -4.6670145988464355]",-12.115073,-6.828389,incorrect,False,-12.115073,-13.656778,correct,True,-12.115073,-12.164063,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,28,0.27702546,1,[14.954404830932617],[-14.346834182739258],67,"[4.404984474182129, 8.884920120239258]","[-11.65974235534668, -6.268013954162598]",-0.03170513,-5.655077,correct,True,-0.03170513,-11.310154,correct,True,-0.03170513,-10.581133,correct,True,10.592238,68531,[3.591238260269165],[15.360574722290039],65859,"[3.6786301136016846, 13.589462280273438]","[19.102371215820312, -3.5587987899780273]",-12.900177,-7.1019526,incorrect,False,-12.900177,-14.203905,correct,True,-12.900177,-12.812788,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,29,0.6676979,1,[9.133855819702148],[-9.7263765335083],48,"[0.1694420874118805, 3.975653886795044]","[-13.81332778930664, 1.9322084188461304]",-0.102978826,-4.7238054,correct,True,-0.102978826,-9.447611,correct,True,-0.102978826,-9.067391,correct,True,2.9693084,84829,[6.80364465713501],[6.489716053009033],66146,"[7.691287517547607, 9.693560600280762]","[7.926497459411621, 1.1255707740783691]",-15.772112,-7.706404,incorrect,False,-15.772112,-15.412808,incorrect,False,-15.772112,-14.884481,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,30,0.8795377,1,[4.60162878036499],[-7.157329559326172],87,"[-4.878158092498779, 3.733626365661621]","[-8.821087837219238, -8.970480918884277]",-0.16563289,-4.8720527,correct,True,-0.16563289,-9.744105,correct,True,-0.16563289,-9.64542,correct,True,0.13070153,91154,[8.951556205749512],[-14.134697914123535],70909,"[10.310476303100586, 7.422013759613037]","[-16.31332778930664, -12.505393028259277]",-20.348915,-9.5970125,incorrect,False,-20.348915,-19.194025,incorrect,False,-20.348915,-18.989996,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,31,1.2679929,1,[0.8438825607299805],,75,"[-7.621198654174805, -0.3116544485092163]",,-0.25744468,-4.3825517,correct,True,-0.25744468,-8.765103,correct,True,-0.25744468,-8.722528,correct,True,6.980771,8817,[-9.697482109069824],,19107,"[-11.226861000061035, 1.0202255249023438]",,-12.983753,-7.378869,incorrect,False,-12.983753,-14.757738,correct,True,-12.983753,-14.51313,correct,True,An
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,0,10.110057,7130,"[2.254318952560425, 9.50277328491211]","[1.2714307308197021, 0.8519651293754578]",5856,[2.418975830078125],[2.396045207977295],-8.048708,-10.359816,correct,True,-16.097416,-10.359816,incorrect,False,-10.524473,-10.359816,incorrect,False,7.9987745,11992,"[3.1436660289764404, 9.3878755569458]","[1.0923583507537842, 1.2022863626480103]",62999,[0.488444983959198],[-1.9499670267105103],-8.573535,-14.142371,correct,True,-17.14707,-14.142371,incorrect,False,-11.48715,-14.142371,correct,True,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,1,9.77678,7561,"[2.1343443393707275, 9.724871635437012]","[2.000335454940796, 1.8684278726577759]",2488,[3.074802875518799],[2.2689435482025146],-7.882618,-9.697462,correct,True,-15.765236,-9.697462,incorrect,False,-10.63792,-9.697462,incorrect,False,9.145256,6784,"[3.5466761589050293, 9.806699752807617]","[-1.6055452823638916, 0.3573012351989746]",80087,[-0.5191038250923157],[-1.8947038650512695],-8.010722,-14.775183,correct,True,-16.021444,-14.775183,incorrect,False,-10.709402,-14.775183,correct,True,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,2,9.473935,17114,"[2.6113808155059814, 9.93540096282959]","[3.134263277053833, -0.21622519195079803]",7998,[3.416084051132202],[0.7307994365692139],-7.8033733,-10.779554,correct,True,-15.606747,-10.779554,incorrect,False,-11.584259,-10.779554,incorrect,False,9.668018,6096,"[3.167238235473633, 9.54041862487793]","[1.7635524272918701, 0.04190366342663765]",85977,[-1.2676862478256226],[1.495429277420044],-7.7657385,-14.908807,correct,True,-15.531477,-14.908807,incorrect,False,-10.473883,-14.908807,correct,True,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,3,9.649547,5090,"[3.5461244583129883, 9.43878173828125]","[-0.5921770930290222, -1.3254808187484741]",7863,[3.121314764022827],[3.3887295722961426],-7.684849,-10.730713,correct,True,-15.369698,-10.730713,incorrect,False,-10.305904,-10.730713,correct,True,9.79511,3175,"[3.9688494205474854, 9.050325393676758]","[0.06840700656175613, -1.1048924922943115]",81808,[-0.5928704142570496],[-3.0753188133239746],-8.008961,-14.468714,correct,True,-16.017921,-14.468714,incorrect,False,-9.906994,-14.468714,correct,True,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,4,9.506016,12280,"[2.629711389541626, 8.278606414794922]","[2.7052340507507324, -0.976710319519043]",2160,[4.256664752960205],[-2.918755054473877],-8.271405,-9.59636,correct,True,-16.54281,-9.59636,incorrect,False,-11.223314,-9.59636,incorrect,False,9.892956,752,"[3.8444182872772217, 8.225564002990723]","[0.4747759699821472, 0.12055964767932892]",83418,[-1.769210934638977],[0.6951420307159424],-7.821786,-14.475166,correct,True,-15.643572,-14.475166,incorrect,False,-8.861536,-14.475166,correct,True,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,5,9.7038,3179,"[3.5984699726104736, 7.487422943115234]","[-3.104724884033203, 2.495466470718384]",12627,[2.248241424560547],[-1.4761723279953003],-8.250185,-11.20327,correct,True,-16.50037,-11.20327,incorrect,False,-9.853042,-11.20327,correct,True,10.098368,300,"[3.9055562019348145, 7.739705562591553]","[-1.075163722038269, 3.5858070850372314]",70389,[-1.3508163690567017],[0.9255150556564331],-7.642655,-13.589977,correct,True,-15.28531,-13.589977,incorrect,False,-8.333605,-13.589977,correct,True,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,6,9.784874,10799,"[1.769842505455017, 7.861079216003418]","[1.6037400960922241, -3.1711525917053223]",16295,[1.3296891450881958],[1.9998319149017334],-8.431625,-11.431475,correct,True,-16.86325,-11.431475,incorrect,False,-10.991322,-11.431475,correct,True,10.41725,3079,"[3.029177665710449, 8.694602966308594]","[-2.6976850032806396, -1.091600775718689]",80415,[-0.7496458888053894],[-0.000645538093522191],-8.084139,-13.687373,correct,True,-16.168278,-13.687373,incorrect,False,-9.90855,-13.687373,correct,True,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,7,9.80809,6781,"[2.3446576595306396, 6.015974521636963]","[1.3847736120224, 2.0063271522521973]",8377,[2.1417617797851562],[1.527602195739746],-8.732439,-10.736188,correct,True,-17.464878,-10.736188,incorrect,False,-10.533294,-10.736188,correct,True,10.448931,8977,"[1.829761028289795, 7.784501075744629]","[3.0313875675201416, 1.1459133625030518]",69870,[-0.7129142880439758],[2.110473394393921],-8.84725,-13.212782,correct,True,-17.6945,-13.212782,incorrect,False,-10.670107,-13.212782,correct,True,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,8,9.817415,6737,"[2.7855076789855957, 6.404348850250244]","[-3.647491455078125, 0.5663204193115234]",7705,[2.6675498485565186],[-1.227562427520752],-8.723082,-10.635239,correct,True,-17.446163,-10.635239,incorrect,False,-10.517284,-10.635239,correct,True,10.536258,6171,"[2.7462968826293945, 7.610822677612305]","[2.0249850749969482, -0.1698300540447235]",70721,[0.03418884426355362],[1.1090949773788452],-9.438503,-13.114616,correct,True,-18.877007,-13.114616,incorrect,False,-10.40251,-13.114616,correct,True,A
