task,item_id,condition,exemplar,correct,incorrect,human_prop_correct,prefix,question,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_incorrect_first_token,control_logits_incorrect,control_logits_deltas_incorrect,control_mean_logprob_correct,control_mean_logprob_incorrect,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_incorrect,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_incorrect,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,7,6.889863,6199,[-20.45538330078125],[-19.18630599975586],445,[-16.4846134185791],[-15.94762897491455],-11.903284,-7.9325137,incorrect,False,-11.903284,-7.9325137,incorrect,False,-11.903284,-7.9325137,incorrect,False,9.584631,20100,[-9.945165634155273],[-14.8687744140625],3177,[-8.685626983642578],[-14.018548965454102],-11.347887,-10.088348,incorrect,False,-11.347887,-10.088348,incorrect,False,-11.347887,-10.088348,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,8,6.6148624,3724,[-21.770641326904297],[-7.512568473815918],164,[-17.458066940307617],[-15.192282676696777],-11.150565,-6.8379908,incorrect,False,-11.150565,-6.8379908,incorrect,False,-11.150565,-6.8379908,incorrect,False,9.579954,20077,[-9.98232364654541],[-34.81208038330078],3199,[-8.725606918334961],[-31.19527244567871],-11.349565,-10.092848,incorrect,False,-11.349565,-10.092848,incorrect,False,-11.349565,-10.092848,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,9,5.9178014,1398,[-20.901472091674805],[-17.99108123779297],197,[-18.360652923583984],[-21.28249168395996],-9.800262,-7.2594433,incorrect,False,-9.800262,-7.2594433,incorrect,False,-9.800262,-7.2594433,incorrect,False,9.573556,20193,[-10.043612480163574],[-28.50812530517578],3213,[-8.780609130859375],[-26.533340454101562],-11.358063,-10.09506,incorrect,False,-11.358063,-10.09506,incorrect,False,-11.358063,-10.09506,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,10,6.0619307,432,[-22.38701629638672],[-31.39389991760254],84,[-20.578887939453125],[-31.16830825805664],-8.100014,-6.2918854,incorrect,False,-8.100014,-6.2918854,incorrect,False,-8.100014,-6.2918854,incorrect,False,9.568971,20325,[-10.090889930725098],[-29.414636611938477],3221,[-8.825329780578613],[-28.29263687133789],-11.366168,-10.100608,incorrect,False,-11.366168,-10.100608,incorrect,False,-11.366168,-10.100608,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,11,5.9191527,452,[-26.04176139831543],[-4.720848083496094],118,[-24.294679641723633],[-2.191523790359497],-8.330688,-6.5836067,incorrect,False,-8.330688,-6.5836067,incorrect,False,-8.330688,-6.5836067,incorrect,False,9.561249,20310,[-10.143900871276855],[-21.002225875854492],3226,[-8.87681770324707],[-20.492290496826172],-11.369659,-10.102575,incorrect,False,-11.369659,-10.102575,incorrect,False,-11.369659,-10.102575,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,12,5.163857,169,[-23.961313247680664],[-12.889073371887207],36,[-21.88106346130371],[-18.41840171813965],-7.357339,-5.277089,incorrect,False,-7.357339,-5.277089,incorrect,False,-7.357339,-5.277089,incorrect,False,9.5561,20382,[-10.182334899902344],[-17.74786949157715],3241,[-8.91534423828125],[-16.88572120666504],-11.375797,-10.108807,incorrect,False,-11.375797,-10.108807,incorrect,False,-11.375797,-10.108807,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,13,5.0585623,81,[-24.153886795043945],[-12.458539962768555],34,[-23.209915161132812],[-19.329811096191406],-6.3283863,-5.3844147,incorrect,False,-6.3283863,-5.3844147,incorrect,False,-6.3283863,-5.3844147,incorrect,False,9.550548,20478,[-10.219270706176758],[-20.08242416381836],3256,[-8.95109748840332],[-18.778717041015625],-11.382099,-10.113926,incorrect,False,-11.382099,-10.113926,incorrect,False,-11.382099,-10.113926,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,14,5.0233407,51,[-24.08087730407715],[-19.040340423583984],65,[-24.371532440185547],[-18.892776489257812],-5.759852,-6.050507,correct,True,-5.759852,-6.050507,correct,True,-5.759852,-6.050507,correct,True,9.539886,20575,[-10.279420852661133],[-20.993518829345703],3274,[-9.007165908813477],[-20.51139259338379],-11.390344,-10.118089,incorrect,False,-11.390344,-10.118089,incorrect,False,-11.390344,-10.118089,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,15,4.531216,12,[-24.910829544067383],[-20.274059295654297],23,[-25.209917068481445],[-21.324697494506836],-4.6251783,-4.924266,correct,True,-4.6251783,-4.924266,correct,True,-4.6251783,-4.924266,correct,True,9.532171,20578,[-10.342395782470703],[-21.233375549316406],3291,[-9.070645332336426],[-20.4233341217041],-11.394146,-10.1223955,incorrect,False,-11.394146,-10.1223955,incorrect,False,-11.394146,-10.1223955,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,16,3.0922852,5,[-25.485902786254883],[-14.774868965148926],8,[-25.991134643554688],[-13.2778959274292],-3.7737432,-4.278975,correct,True,-3.7737432,-4.278975,correct,True,-3.7737432,-4.278975,correct,True,9.521917,20691,[-10.402901649475098],[-23.758529663085938],3322,[-9.129459381103516],[-22.45384407043457],-11.402797,-10.1293545,incorrect,False,-11.402797,-10.1293545,incorrect,False,-11.402797,-10.1293545,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,17,2.4135242,4,[-24.726503372192383],[-8.182868957519531],5,[-24.946178436279297],[-9.1859769821167],-3.4420648,-3.6617398,correct,True,-3.4420648,-3.6617398,correct,True,-3.4420648,-3.6617398,correct,True,9.514011,20787,[-10.480984687805176],[-28.867843627929688],3336,[-9.202852249145508],[-27.490909576416016],-11.410583,-10.13245,incorrect,False,-11.410583,-10.13245,incorrect,False,-11.410583,-10.13245,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,18,1.7635279,4,[-22.494192123413086],[-22.146696090698242],5,[-22.89399528503418],[-18.956703186035156],-3.1795673,-3.5793705,correct,True,-3.1795673,-3.5793705,correct,True,-3.1795673,-3.5793705,correct,True,9.503645,20896,[-10.59972858428955],[-26.628923416137695],3344,[-9.314410209655762],[-25.77269744873047],-11.419426,-10.134108,incorrect,False,-11.419426,-10.134108,incorrect,False,-11.419426,-10.134108,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,19,1.7294838,5,[-23.0572566986084],[-50.525657653808594],4,[-22.7443904876709],[-49.98110580444336],-3.2239754,-2.9111092,incorrect,False,-3.2239754,-2.9111092,incorrect,False,-3.2239754,-2.9111092,incorrect,False,9.49434,20876,[-10.752108573913574],[-38.00171661376953],3329,[-9.459175109863281],[-36.58403778076172],-11.423843,-10.130909,incorrect,False,-11.423843,-10.130909,incorrect,False,-11.423843,-10.130909,incorrect,False,A
