task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",10,5.781121,60082,[0.14912515878677368],[3.435187339782715],75611,[-0.6890865564346313],[3.7805635929107666],-16.51189,-17.350101,correct,True,-16.51189,-17.350101,correct,True,-16.51189,-17.350101,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",11,4.292983,45376,[1.1135737895965576],[5.151782035827637],57344,[0.4434206485748291],[3.6516270637512207],-16.263796,-16.933949,correct,True,-16.263796,-16.933949,correct,True,-16.263796,-16.933949,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",12,4.622182,19308,[2.576233148574829],[10.186332702636719],33117,[1.499098300933838],[5.294819355010986],-14.266111,-15.3432455,correct,True,-14.266111,-15.3432455,correct,True,-14.266111,-15.3432455,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",13,5.588722,3824,[5.497206211090088],[3.356379985809326],18407,[2.998379945755005],[-0.566759467124939],-11.349901,-13.848727,correct,True,-11.349901,-13.848727,correct,True,-11.349901,-13.848727,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",14,4.345109,1839,[5.891348361968994],[15.230231285095215],18006,[2.441601037979126],[14.54995346069336],-11.0687475,-14.518496,correct,True,-11.0687475,-14.518496,correct,True,-11.0687475,-14.518496,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",15,4.309256,82,[10.046831130981445],[9.016995429992676],1139,[6.735964298248291],[3.238828659057617],-7.1853533,-10.496221,correct,True,-7.1853533,-10.496221,correct,True,-7.1853533,-10.496221,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",16,3.1447773,33,[11.23087215423584],[10.1484956741333],1018,[6.540494918823242],[7.8608198165893555],-6.3174143,-11.0077915,correct,True,-6.3174143,-11.0077915,correct,True,-6.3174143,-11.0077915,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",17,2.98872,18,[12.635632514953613],[12.723084449768066],352,[8.017348289489746],[11.03711986541748],-5.33406,-9.952345,correct,True,-5.33406,-9.952345,correct,True,-5.33406,-9.952345,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",18,4.000243,5,[14.641631126403809],[37.54042434692383],89,[10.176986694335938],[16.982051849365234],-3.1007688,-7.5654135,correct,True,-3.1007688,-7.5654135,correct,True,-3.1007688,-7.5654135,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",19,0.0008940258,1,[27.933897018432617],[-2.298947334289551],10,[15.050865173339844],[1.2404898405075073],-6.2225314e-05,-12.883094,correct,True,-6.2225314e-05,-12.883094,correct,True,-6.2225314e-05,-12.883094,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",20,0.0054714363,1,[21.6757869720459],[6.497488975524902],2,[12.904509544372559],[7.443552017211914],-0.00048423008,-8.771762,correct,True,-0.00048423008,-8.771762,correct,True,-0.00048423008,-8.771762,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",21,1.7117268,1,[15.560525894165039],,6,[11.386374473571777],,-0.28792232,-4.462074,correct,True,-0.28792232,-4.462074,correct,True,-0.28792232,-4.462074,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",0,7.850196,31948,[0.3037325143814087],[-3.56964111328125],9542,[2.3513407707214355],[-2.309983730316162],-13.722348,-11.67474,incorrect,False,-13.722348,-11.67474,incorrect,False,-13.722348,-11.67474,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",1,7.2614784,74962,[-1.7063862085342407],[2.654917001724243],35431,[0.3966105580329895],[3.06060528755188],-16.562918,-14.459921,incorrect,False,-16.562918,-14.459921,incorrect,False,-16.562918,-14.459921,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",2,5.1409836,50843,[0.1110680028796196],[-1.7996952533721924],22936,[1.8135632276535034],[3.1300084590911865],-15.956155,-14.253659,incorrect,False,-15.956155,-14.253659,incorrect,False,-15.956155,-14.253659,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",3,5.4707985,49078,[-0.7658549547195435],[3.15677547454834],7974,[2.7788197994232178],[-2.6175999641418457],-15.9887905,-12.444117,incorrect,False,-15.9887905,-12.444117,incorrect,False,-15.9887905,-12.444117,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",4,5.434941,38809,[0.44427525997161865],[-1.83335280418396],22596,[1.583667278289795],[-3.5529403686523438],-15.303228,-14.1638365,incorrect,False,-15.303228,-14.1638365,incorrect,False,-15.303228,-14.1638365,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",5,5.914767,60747,[-0.2561149001121521],[-0.9086101055145264],53554,[0.13155445456504822],[0.4937951862812042],-16.09621,-15.708542,incorrect,False,-16.09621,-15.708542,incorrect,False,-16.09621,-15.708542,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",6,6.426512,59475,[-0.5874065160751343],[-1.193028211593628],40724,[0.31181368231773376],[-4.534407138824463],-15.914257,-15.015038,incorrect,False,-15.914257,-15.015038,incorrect,False,-15.914257,-15.015038,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",7,5.2357984,71418,[-0.9482625126838684],[3.737293004989624],75760,[-1.1775424480438232],[6.004428863525391],-17.020996,-17.250277,correct,True,-17.020996,-17.250277,correct,True,-17.020996,-17.250277,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",8,5.6100774,58398,[0.20935049653053284],[4.24257230758667],49963,[0.6639193296432495],[-1.5304501056671143],-16.277077,-15.822508,incorrect,False,-16.277077,-15.822508,incorrect,False,-16.277077,-15.822508,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",9,5.837118,28397,[1.6259387731552124],[-3.0435800552368164],55544,[0.10685867816209793],[-2.244241952896118],-14.662748,-16.181828,correct,True,-14.662748,-16.181828,correct,True,-14.662748,-16.181828,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",10,5.7857485,54593,[0.5287852883338928],[3.258880376815796],76060,[-0.6210712790489197],[4.424341201782227],-16.207493,-17.35735,correct,True,-16.207493,-17.35735,correct,True,-16.207493,-17.35735,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",11,4.0814085,43186,[1.4105427265167236],[2.981433391571045],55796,[0.6957741379737854],[3.087531328201294],-16.180155,-16.894922,correct,True,-16.180155,-16.894922,correct,True,-16.180155,-16.894922,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",12,4.784363,25272,[2.2054619789123535],[9.613665580749512],34318,[1.5592418909072876],[5.205516338348389],-14.770669,-15.416889,correct,True,-14.770669,-15.416889,correct,True,-14.770669,-15.416889,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",13,5.4839907,5860,[5.111207008361816],[2.0472350120544434],19902,[3.0893681049346924],[-1.035784125328064],-12.113273,-14.135112,correct,True,-12.113273,-14.135112,correct,True,-12.113273,-14.135112,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",14,4.4977164,3406,[5.1400275230407715],[16.289976119995117],19932,[2.346799373626709],[14.763689041137695],-11.913605,-14.706833,correct,True,-11.913605,-14.706833,correct,True,-11.913605,-14.706833,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",15,4.6084723,111,[9.794282913208008],[9.1748628616333],1241,[6.805386543273926],[3.8107104301452637],-7.5229263,-10.511823,correct,True,-7.5229263,-10.511823,correct,True,-7.5229263,-10.511823,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",16,3.2626357,34,[11.102777481079102],[10.066217422485352],865,[6.827921390533447],[8.42226505279541],-6.480105,-10.754961,correct,True,-6.480105,-10.754961,correct,True,-6.480105,-10.754961,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",17,3.203217,18,[12.568123817443848],[13.678598403930664],263,[8.493770599365234],[13.199110984802246],-5.3634067,-9.437759,correct,True,-5.3634067,-9.437759,correct,True,-5.3634067,-9.437759,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",18,3.9772258,4,[14.936211585998535],[37.44820022583008],45,[11.28969955444336],[16.895801544189453],-2.8746328,-6.521145,correct,True,-2.8746328,-6.521145,correct,True,-2.8746328,-6.521145,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",19,0.0011013238,1,[28.12093162536621],[-2.873995542526245],8,[15.805841445922852],[1.5503082275390625],-7.9390236e-05,-12.315169,correct,True,-7.9390236e-05,-12.315169,correct,True,-7.9390236e-05,-12.315169,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",20,0.009520153,1,[21.295713424682617],[6.018144130706787],2,[13.5536470413208],[7.0438971519470215],-0.00092535105,-7.742992,correct,True,-0.00092535105,-7.742992,correct,True,-0.00092535105,-7.742992,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",21,1.8076606,1,[15.349031448364258],,3,[11.643122673034668],,-0.31413913,-4.020048,correct,True,-0.31413913,-4.020048,correct,True,-0.31413913,-4.020048,correct,True
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",0,7.686817,67209,"[-1.5016855001449585, 9.999105453491211]","[1.5904748439788818, 1.655134916305542]",15899,"[1.7901945114135742, 4.4087395668029785, 1.499192476272583]","[-2.332007884979248, 1.8617075681686401, 6.980765342712402]",-11.56242,-12.322139,correct,True,-23.12484,-36.966415,correct,True,-15.810533,-12.518653,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",1,6.96664,51985,"[-0.12643200159072876, 8.694985389709473]","[-2.3427727222442627, 4.221046447753906]",51321,"[-0.09040774405002594, 4.302303791046143, 5.964761734008789]","[1.965750813484192, 6.686644554138184, -4.137970447540283]",-11.362675,-12.250358,correct,True,-22.72535,-36.751072,correct,True,-15.555282,-15.519257,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",2,4.1372476,81856,"[-1.2569384574890137, 8.870538711547852]","[1.8315649032592773, 9.840181350708008]",42863,"[0.9134367108345032, 6.300751209259033, 2.872631311416626]","[1.4597047567367554, 1.546258807182312, -0.05624166503548622]",-13.143635,-12.571571,incorrect,False,-26.28727,-37.714714,correct,True,-17.975185,-15.80481,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",3,5.382706,41245,"[-0.10768213868141174, 11.41859245300293]","[-0.8555624485015869, 2.590956449508667]",21069,"[1.3323854207992554, 5.821169376373291, 2.2621896266937256]","[0.1072307601571083, 7.0484747886657715, -1.3025133609771729]",-10.261034,-11.949825,correct,True,-20.522068,-35.849476,correct,True,-15.553857,-14.11379,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",4,5.249798,62677,"[-0.40714219212532043, 10.933186531066895]","[0.9049152731895447, -2.016817092895508]",31190,"[1.2510980367660522, 7.694104194641113, 1.6011974811553955]","[4.24874210357666, -1.0561002492904663, 4.376303672790527]",-11.261866,-11.940994,correct,True,-22.523731,-35.822983,correct,True,-16.531563,-14.873323,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",5,6.1655893,61472,"[-0.02980908192694187, 9.968323707580566]","[-7.983692169189453, -4.769907474517822]",18125,"[2.5853538513183594, 6.970566749572754, 3.330376148223877]","[-4.289987564086914, -0.5648555755615234, -6.564399719238281]",-11.085855,-11.388591,correct,True,-22.17171,-34.16577,correct,True,-16.082626,-13.467464,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",6,6.6921005,106837,"[-3.0761234760284424, 8.138434410095215]","[2.4828298091888428, -3.399862289428711]",35709,"[0.8920441269874573, 6.373282432556152, 0.3466106951236725]","[0.31098049879074097, -0.3306784927845001, -5.384490489959717]",-12.918234,-12.974284,correct,True,-25.836468,-38.92285,correct,True,-18.610777,-14.64261,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",7,5.6615305,94569,"[-2.0921642780303955, 6.2918009757995605]","[1.796715259552002, 5.003890037536621]",36849,"[0.9485235214233398, 5.749838352203369, -1.7855406999588013]","[-0.09325092285871506, 6.685238838195801, 3.743112564086914]",-13.337872,-13.759438,correct,True,-26.675743,-41.278313,correct,True,-18.17944,-15.138752,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",8,4.7069254,90520,"[-1.4586517810821533, 7.668456554412842]","[3.4215099811553955, 1.8475046157836914]",46947,"[0.8757626414299011, 7.209537506103516, -0.38241398334503174]","[7.174623966217041, -4.073284149169922, -0.6113466024398804]",-13.380735,-13.479241,correct,True,-26.76147,-40.437725,correct,True,-18.199608,-15.865192,incorrect,False
capitals-recognition,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",9,5.6117067,59344,"[-0.15472444891929626, 8.182954788208008]","[-3.9562246799468994, 0.41331765055656433]",10883,"[3.3177781105041504, 6.071122646331787, -0.5530017614364624]","[-4.830235481262207, 3.4779953956604004, 2.3517587184906006]",-11.814547,-12.602759,correct,True,-23.629093,-37.808277,correct,True,-16.42158,-12.949077,incorrect,False
