task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,10,0.36415422,1237,[7.3569183349609375],[-7.569539546966553],19996,[-0.5853601098060608],[-4.632049560546875],-29.798141,-37.74042,correct,True,-29.798141,-37.74042,correct,True,-29.798141,-37.74042,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,11,1.1908784,3532,[3.806988000869751],[-5.818469047546387],25369,[-2.6526267528533936],[9.154317855834961],-29.966835,-36.42645,correct,True,-29.966835,-36.42645,correct,True,-29.966835,-36.42645,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,12,0.51562107,7950,[1.4702647924423218],[-6.591300964355469],9595,[0.8793107271194458],[-6.245113372802734],-31.055382,-31.646336,correct,True,-31.055382,-31.646336,correct,True,-31.055382,-31.646336,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,13,0.3973214,13601,[-1.1395467519760132],[-0.29673442244529724],15332,[-1.5485917329788208],[7.819528102874756],-30.12102,-30.530064,correct,True,-30.12102,-30.530064,correct,True,-30.12102,-30.530064,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,14,0.2725633,15847,[-1.1363328695297241],[-1.6987487077713013],7185,[1.2871010303497314],[-3.2837467193603516],-30.289341,-27.865906,incorrect,False,-30.289341,-27.865906,incorrect,False,-30.289341,-27.865906,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,15,0.22477293,22355,[-1.6396058797836304],[3.4660894870758057],13385,[0.17874115705490112],[-4.306663990020752],-31.604786,-29.786438,incorrect,False,-31.604786,-29.786438,incorrect,False,-31.604786,-29.786438,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,16,0.05604196,19816,[-0.5536392331123352],[2.19446063041687],23839,[-1.2435840368270874],[3.4200448989868164],-33.220882,-33.910828,correct,True,-33.220882,-33.910828,correct,True,-33.220882,-33.910828,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,17,0.0808014,19044,[0.20651204884052277],[2.3954927921295166],20600,[-0.06052250415086746],[4.358383655548096],-29.498554,-29.765589,correct,True,-29.498554,-29.765589,correct,True,-29.498554,-29.765589,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,18,0.048095863,17349,[0.9154868125915527],[4.4795145988464355],15792,[1.2403849363327026],[3.381911516189575],-30.786943,-30.462046,incorrect,False,-30.786943,-30.462046,incorrect,False,-30.786943,-30.462046,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,19,0.039930098,20547,[2.196011781692505],[9.135729789733887],20536,[2.197864055633545],[2.9212729930877686],-32.338196,-32.33634,incorrect,False,-32.338196,-32.33634,incorrect,False,-32.338196,-32.33634,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,20,0.043566503,12890,[4.661114692687988],[12.382551193237305],21882,[2.965420722961426],[15.486814498901367],-29.959417,-31.655111,correct,True,-29.959417,-31.655111,correct,True,-29.959417,-31.655111,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,21,0.034226526,7843,[8.304911613464355],[-7.353271007537842],9637,[7.763740062713623],[-0.17667284607887268],-25.965092,-26.506264,correct,True,-25.965092,-26.506264,correct,True,-25.965092,-26.506264,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,22,0.10731903,18600,[5.4102463722229],[5.2495880126953125],10206,[7.241378307342529],[1.429186463356018],-30.687468,-28.856335,incorrect,False,-30.687468,-28.856335,incorrect,False,-30.687468,-28.856335,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,23,0.14663835,18095,[6.572261810302734],[2.833345890045166],16876,[6.784794807434082],[0.3988259434700012],-28.610708,-28.398176,incorrect,False,-28.610708,-28.398176,incorrect,False,-28.610708,-28.398176,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,24,0.9876776,13917,[7.595901012420654],[10.260588645935059],17054,[6.9831414222717285],[19.646642684936523],-27.015503,-27.628263,correct,True,-27.015503,-27.628263,correct,True,-27.015503,-27.628263,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,25,0.395518,4961,[10.21609115600586],[16.266094207763672],1770,[12.755188941955566],[8.100138664245605],-26.346348,-23.807251,incorrect,False,-26.346348,-23.807251,incorrect,False,-26.346348,-23.807251,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,26,1.0556291,1797,[14.586071968078613],[9.248172760009766],2191,[14.13068962097168],[9.77950668334961],-20.524925,-20.980307,correct,True,-20.524925,-20.980307,correct,True,-20.524925,-20.980307,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,27,0.31508914,825,[18.480670928955078],[7.373105525970459],925,[18.214767456054688],[10.899312973022461],-25.60419,-25.870094,correct,True,-25.60419,-25.870094,correct,True,-25.60419,-25.870094,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,28,0.45005655,570,[19.77577781677246],[30.12331199645996],392,[20.720287322998047],[27.422243118286133],-23.962639,-23.01813,incorrect,False,-23.962639,-23.01813,incorrect,False,-23.962639,-23.01813,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,29,0.51309824,50,[27.34410858154297],[21.347557067871094],48,[27.420639038085938],[24.264516830444336],-17.795141,-17.71861,incorrect,False,-17.795141,-17.71861,incorrect,False,-17.795141,-17.71861,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,30,0.26250246,19,[31.951133728027344],[34.89605712890625],13,[32.84983825683594],[11.08828067779541],-13.09712,-12.198416,incorrect,False,-13.09712,-12.198416,incorrect,False,-13.09712,-12.198416,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,31,0.7686379,5,[39.894065856933594],[46.64896774291992],17,[33.78723907470703],[39.534908294677734],-4.9317966,-11.038624,correct,True,-4.9317966,-11.038624,correct,True,-4.9317966,-11.038624,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,32,0.51301265,1,[50.92753601074219],[10.65615177154541],6,[43.13941955566406],[4.717187404632568],-0.2201494,-8.0082655,correct,True,-0.2201494,-8.0082655,correct,True,-0.2201494,-8.0082655,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,33,0.0021628914,1,[52.56679153442383],[13.652501106262207],2,[43.44839859008789],[7.440132141113281],-0.00019965562,-9.118592,correct,True,-0.00019965562,-9.118592,correct,True,-0.00019965562,-9.118592,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,34,0.0008671852,1,[52.54624557495117],[0.795893132686615],2,[42.3880615234375],[-1.8335380554199219],-7.438383e-05,-10.158258,correct,True,-7.438383e-05,-10.158258,correct,True,-7.438383e-05,-10.158258,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,35,0.00077088474,1,[49.74052810668945],[0.19524596631526947],2,[39.457740783691406],[2.5926244258880615],-6.258292e-05,-10.28285,correct,True,-6.258292e-05,-10.28285,correct,True,-6.258292e-05,-10.28285,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,36,0.01217926,1,[45.61943435668945],[25.11027717590332],5,[36.78782653808594],[14.86667251586914],-0.0013092527,-8.832917,correct,True,-0.0013092527,-8.832917,correct,True,-0.0013092527,-8.832917,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,37,0.00031200366,1,[50.25650405883789],[-7.285624980926514],2,[39.0274543762207],[-1.580430269241333],-2.3841574e-05,-11.229074,correct,True,-2.3841574e-05,-11.229074,correct,True,-2.3841574e-05,-11.229074,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,38,0.02338213,1,[44.80510711669922],[3.3202881813049316],6,[35.97196578979492],[-1.1354944705963135],-0.0027330685,-8.835875,correct,True,-0.0027330685,-8.835875,correct,True,-0.0027330685,-8.835875,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,39,0.6661636,1,[41.03401565551758],[16.776063919067383],11,[31.79697036743164],[4.670307159423828],-0.20240977,-9.439455,correct,True,-0.20240977,-9.439455,correct,True,-0.20240977,-9.439455,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,40,0.5807673,1,[43.12200927734375],[22.838932037353516],17,[30.41556167602539],[10.873329162597656],-0.17672119,-12.883169,correct,True,-0.17672119,-12.883169,correct,True,-0.17672119,-12.883169,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,41,0.007985315,1,[51.3784065246582],,13,[34.42464828491211],,-0.0009137984,-16.954672,correct,True,-0.0009137984,-16.954672,correct,True,-0.0009137984,-16.954672,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,0,1.8994158e-36,34729,"[1.5224528312683105, 7.49962854385376]","[-23.782058715820312, 27.43135643005371]",78586,"[-2.3718068599700928, 9.926791191101074, 4.586949348449707]","[-8.560155868530273, -26.778831481933594, 11.983452796936035]",-222.77194,-207.52583,incorrect,False,-445.54388,-622.5775,correct,True,-163.86896,-167.76318,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,1,3.9128706e-19,252808,"[-13.714922904968262, 19.461719512939453]","[-8.134591102600098, -14.299644470214844]",242140,"[-8.229869842529297, -4.198724269866943, 10.50054931640625]","[-10.565478324890137, -3.4755988121032715, -2.8220529556274414]",-169.65628,-158.31148,incorrect,False,-339.31256,-474.93442,correct,True,-115.12803,-109.64299,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,2,8.143644e-11,252834,"[-18.54570198059082, 12.21606731414795]","[-1.4495984315872192, -5.855517387390137]",246690,"[-15.123529434204102, -5.570451259613037, 8.022928237915039]","[5.993990421295166, -1.7037783861160278, 2.275517463684082]",-143.16982,-126.99176,incorrect,False,-286.33963,-380.97528,correct,True,-87.752754,-84.330574,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,3,0.0028075431,254606,"[-19.591360092163086, 9.25663948059082]","[-3.6016974449157715, -8.538378715515137]",221936,"[-10.243490219116211, -6.500890254974365, 9.628424644470215]","[-11.38776969909668, 6.768245697021484, -4.777136325836182]",-125.69809,-110.39219,incorrect,False,-251.39618,-331.17657,correct,True,-72.023224,-62.67535,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,4,2.4157495e-07,251938,"[-21.240062713623047, 4.86220645904541]","[-10.555856704711914, -0.899895966053009]",240472,"[-17.53940200805664, -3.0125234127044678, 7.380197048187256]","[-1.423940658569336, 4.805295467376709, 11.192920684814453]",-109.83266,-96.01965,incorrect,False,-219.66531,-288.05896,correct,True,-71.86196,-68.161316,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,5,0.1698862,251839,"[-25.798662185668945, 4.1900224685668945]","[1.232983946800232, -3.1915535926818848]",185194,"[-15.518680572509766, 0.24238280951976776, 14.014206886291504]","[-5.514472961425781, -0.8721754550933838, 2.0768015384674072]",-94.41931,-77.51815,incorrect,False,-188.83862,-232.55444,correct,True,-68.67098,-58.391006,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,6,0.7698703,237003,"[-21.661645889282227, 2.2608959674835205]","[9.028491020202637, 1.7226710319519043]",189322,"[-16.40169334411621, -0.1806500107049942, 14.243807792663574]","[13.216459274291992, 13.587008476257324, -5.9991559982299805]",-78.49275,-66.89358,incorrect,False,-156.9855,-200.68073,correct,True,-64.172745,-58.912785,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,7,0.0430936,125554,"[-13.060991287231445, 3.099092483520508]","[6.970625400543213, -3.214665651321411]",46967,"[-6.193922519683838, 5.997129440307617, 9.994057655334473]","[-1.0094331502914429, 2.364698886871338, -9.28238582611084]",-73.84848,-62.13164,incorrect,False,-147.69696,-186.39493,correct,True,-69.63986,-62.772804,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,8,0.0036807104,70390,"[-8.624133110046387, 2.0962939262390137]","[-6.367739677429199, -12.820608139038086]",44459,"[-6.0464630126953125, 6.685530185699463, 6.847835063934326]","[2.1069746017456055, -1.6341419219970703, -14.494077682495117]",-66.51131,-55.750767,incorrect,False,-133.02261,-167.2523,correct,True,-64.44901,-61.87133,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,9,0.016989294,96953,"[-11.020581245422363, -2.9318573474884033]","[4.121535778045654, 2.1278209686279297]",36580,"[-5.007075786590576, 5.328577041625977, 0.7489780783653259]","[-0.6841956377029419, -4.255502700805664, 3.9225330352783203]",-57.77147,-48.192455,incorrect,False,-115.54294,-144.57736,correct,True,-58.310574,-52.297077,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,10,0.025769074,78365,"[-7.846484184265137, -1.7308613061904907]","[3.5629541873931885, -7.505575180053711]",44221,"[-4.789064407348633, 2.6344242095947266, 2.563410520553589]","[-2.909090518951416, 11.068849563598633, -17.753416061401367]",-45.16779,-36.81119,incorrect,False,-90.33558,-110.43358,correct,True,-48.017666,-44.960243,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,11,0.54466563,39458,"[-5.945450782775879, -4.572591781616211]","[10.625057220458984, -14.837312698364258]",38562,"[-5.8404717445373535, 6.918336391448975, -5.272371292114258]","[6.2167558670043945, 0.6281589865684509, 2.4176459312438965]",-40.46769,-38.16932,incorrect,False,-80.93538,-114.50796,correct,True,-40.92203,-40.81703,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,12,0.32531846,16908,"[-1.7662441730499268, -9.224772453308105]","[-5.0357513427734375, 0.9468730092048645]",25159,"[-3.2959609031677246, 6.510043621063232, -4.1541595458984375]","[-9.978114128112793, -4.857931613922119, -7.681807041168213]",-38.290836,-35.07256,incorrect,False,-76.58167,-105.217674,correct,True,-34.55883,-36.088543,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,13,0.2349828,21360,"[-3.5019562244415283, -8.732056617736816]","[1.7399300336837769, -11.379006385803223]",44621,"[-6.752225875854492, 4.74391508102417, -6.446547031402588]","[3.488373041152954, -6.321974277496338, -1.7257745265960693]",-35.50731,-33.48468,incorrect,False,-71.01462,-100.45404,correct,True,-32.82651,-36.076786,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,14,0.13277844,21426,"[-2.6725234985351562, -12.103429794311523]","[0.6822046637535095, -2.6308529376983643]",39652,"[-5.107933044433594, 2.648822784423828, -6.307483196258545]","[5.8348870277404785, 6.372379302978516, -16.177370071411133]",-36.78677,-33.336193,incorrect,False,-73.57354,-100.008575,correct,True,-32.892197,-35.327618,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,15,0.17917047,23451,"[-2.337480306625366, -12.265076637268066]","[-5.5108561515808105, 1.6250501871109009]",27686,"[-2.990300178527832, 4.3983893394470215, -11.436918258666992]","[0.6777414083480835, 0.36963191628456116, 6.930759906768799]",-35.903748,-33.57303,incorrect,False,-71.807495,-100.719086,correct,True,-33.0608,-33.713615,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,16,0.02838264,39280,"[-4.289429664611816, -10.983160972595215]","[-1.5180937051773071, 5.193165302276611]",28243,"[-2.882422685623169, 4.671720027923584, -9.322484970092773]","[7.351566314697266, 1.1114987134933472, 7.272243976593018]",-38.20717,-33.602364,incorrect,False,-76.41434,-100.80709,correct,True,-37.986843,-36.579838,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,17,0.031851366,51973,"[-4.843637466430664, -9.815191268920898]","[7.731405258178711, -2.2462682723999023]",16597,"[-0.2630783021450043, 5.190173625946045, -6.52321720123291]","[1.741951823234558, 7.598616600036621, 2.7807533740997314]",-36.444813,-31.571684,incorrect,False,-72.889626,-94.71505,correct,True,-36.391632,-31.81109,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,18,0.015569837,32720,"[-2.2802863121032715, -9.90841293334961]","[2.9398326873779297, -8.507652282714844]",16135,"[0.2822785973548889, 6.96225118637085, -5.484549045562744]","[-1.9321905374526978, 8.930562973022461, 2.6603951454162598]",-38.06431,-31.316465,incorrect,False,-76.12862,-93.949394,correct,True,-35.77196,-33.20941,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,19,0.022324072,42732,"[-1.4028255939483643, -12.984612464904785]","[3.285029649734497, 5.19005012512207]",32577,"[-0.2840614318847656, 9.18710708618164, -4.122481822967529]","[1.57957124710083, 4.769761562347412, 3.560553789138794]",-40.16983,-30.198423,incorrect,False,-80.33966,-90.59527,correct,True,-37.463646,-36.344894,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,20,0.023031013,45605,"[-0.4968310296535492, -11.226766586303711]","[15.196802139282227, 17.621517181396484]",39072,"[0.14829754829406738, 10.774682998657227, -2.9988036155700684]","[10.407108306884766, 0.8581758141517639, 9.574951171875]",-38.791695,-29.847677,incorrect,False,-77.58339,-89.54303,correct,True,-36.76975,-36.124634,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,21,0.014864439,22323,"[4.586533069610596, -3.9345457553863525]","[7.205030918121338, -12.860114097595215]",29816,"[3.591583728790283, 10.990119934082031, 0.4705066382884979]","[2.9277544021606445, 13.197684288024902, -6.891335964202881]",-32.325943,-27.958506,incorrect,False,-64.651886,-83.87552,correct,True,-31.881283,-32.876255,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,22,0.042243317,12945,"[6.667507171630859, -8.2876558303833]","[0.1418776959180832, 7.893638610839844]",26589,"[4.3298845291137695, 14.886504173278809, -2.4352498054504395]","[7.220911979675293, 1.0103819370269775, 0.7893887758255005]",-36.43012,-30.48149,incorrect,False,-72.86024,-91.444466,correct,True,-30.89578,-33.233414,correct,True
