task,item_id,condition,exemplar,correct,incorrect,human_prop_correct,prefix,question,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_incorrect_first_token,control_logits_incorrect,control_logits_deltas_incorrect,control_mean_logprob_correct,control_mean_logprob_incorrect,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_incorrect,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_incorrect,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,10,8.609294,1349,[1.9264577627182007],[1.2010380029678345],12508,"[-0.9204679131507874, 9.309240341186523]","[-0.19527550041675568, 5.077014923095703]",-8.894434,-6.8774385,incorrect,False,-8.894434,-13.754877,correct,True,-8.894434,-11.74136,correct,True,10.681917,1263,[0.07407304644584656],[0.10096751153469086],32389,"[-1.1253364086151123, 10.268985748291016]","[-1.0321571826934814, 2.710735321044922]",-9.965636,-6.0624757,incorrect,False,-9.965636,-12.124951,correct,True,-9.965636,-11.165046,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,11,8.5107155,1266,[2.157355785369873],[0.25205275416374207],12465,"[-0.7680790424346924, 9.65200138092041]","[-1.839638352394104, 4.397434711456299]",-8.851425,-6.7755675,incorrect,False,-8.851425,-13.551135,correct,True,-8.851425,-11.776859,correct,True,10.685065,1219,[0.0788307785987854],[0.026334013789892197],32302,"[-1.1097642183303833, 10.391632080078125]","[-1.0055407285690308, 2.543884038925171]",-9.967554,-6.02267,incorrect,False,-9.967554,-12.04534,correct,True,-9.967554,-11.156149,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,12,8.378903,1313,[2.209221124649048],[5.837149143218994],13864,"[-0.9646907448768616, 9.865784645080566]","[0.3553648889064789, -0.44683846831321716]",-8.923266,-6.8843007,incorrect,False,-8.923266,-13.768601,correct,True,-8.923266,-12.097178,correct,True,10.68807,1251,[0.07283321022987366],[0.0575098842382431],32297,"[-1.0973238945007324, 10.51349925994873]","[-1.0049693584442139, 5.405018329620361]",-9.979891,-5.9980726,incorrect,False,-9.979891,-11.996145,correct,True,-9.979891,-11.150047,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,13,8.129981,400,[3.4498744010925293],[7.835317134857178],11205,"[-0.6784214973449707, 9.718793869018555]","[-0.33603689074516296, 2.6236345767974854]",-7.8084583,-6.838727,incorrect,False,-7.8084583,-13.677454,correct,True,-7.8084583,-11.936754,correct,True,10.689282,1258,[0.07165108621120453],[0.09035327285528183],32202,"[-1.0893199443817139, 10.888710975646973]","[-1.022068738937378, 1.8020559549331665]",-9.984249,-5.897634,incorrect,False,-9.984249,-11.795268,correct,True,-9.984249,-11.14522,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,14,7.906745,67,[5.203181266784668],[5.341893672943115],10374,"[-0.5455109477043152, 9.918376922607422]","[1.0967340469360352, 2.353044033050537]",-6.275481,-6.805236,correct,True,-6.275481,-13.610472,correct,True,-6.275481,-12.024173,correct,True,10.68999,1240,[0.0732300728559494],[0.10290376842021942],32143,"[-1.0842645168304443, 10.972311973571777]","[-0.9819100499153137, 1.5038820505142212]",-9.984944,-5.858164,incorrect,False,-9.984944,-11.716328,correct,True,-9.984944,-11.142439,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,15,7.912364,19,[6.105621814727783],[-1.0529409646987915],8737,"[-0.14535731077194214, 10.093093872070312]","[-2.894191265106201, 2.4348645210266113]",-5.443063,-6.710951,correct,True,-5.443063,-13.421902,correct,True,-5.443063,-11.694042,correct,True,10.690879,1229,[0.07503758370876312],[0.09618561714887619],32095,"[-1.0785984992980957, 10.949588775634766]","[-0.9374006986618042, 3.5734829902648926]",-9.985931,-5.8420105,incorrect,False,-9.985931,-11.684021,correct,True,-9.985931,-11.139568,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,16,7.7184296,30,[5.773107051849365],[4.2749128341674805],9824,"[-0.5515618920326233, 10.300309181213379]","[3.5690486431121826, 3.7041826248168945]",-5.7830653,-6.972734,correct,True,-5.7830653,-13.945468,correct,True,-5.7830653,-12.107735,correct,True,10.691655,1232,[0.07603338360786438],[0.11425348371267319],32059,"[-1.0730721950531006, 11.09244441986084]","[-0.8376689553260803, 3.458387851715088]",-9.988333,-5.8200393,incorrect,False,-9.988333,-11.640079,correct,True,-9.988333,-11.137438,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,17,7.5700397,14,[6.473633289337158],[-1.2549511194229126],5923,"[0.35516253113746643, 10.46871566772461]","[-3.4355204105377197, 2.9877960681915283]",-5.113857,-6.3990865,correct,True,-5.113857,-12.798173,correct,True,-5.113857,-11.232327,correct,True,10.692534,1223,[0.07731738686561584],[0.029709700495004654],32008,"[-1.0663628578186035, 11.084794998168945]","[-0.8922489285469055, 1.483177661895752]",-9.990221,-5.800876,incorrect,False,-9.990221,-11.601752,correct,True,-9.990221,-11.133902,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,18,7.3692,19,[6.1050262451171875],[6.051235198974609],7256,"[-0.14618633687496185, 10.651630401611328]","[6.574540138244629, -1.7823911905288696]",-5.427483,-6.569871,correct,True,-5.427483,-13.139742,correct,True,-5.427483,-11.678696,correct,True,10.693275,1242,[0.0764232724905014],[-0.15443302690982819],32020,"[-1.062516450881958, 10.929192543029785]","[-0.6588481068611145, 0.194403275847435]",-9.994276,-5.843429,incorrect,False,-9.994276,-11.686858,correct,True,-9.994276,-11.133216,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,19,7.223178,10,[7.051208019256592],[-0.036255430430173874],3239,"[1.2477030754089355, 10.138916969299316]","[2.986967086791992, 3.1723098754882812]",-4.6045055,-6.320369,correct,True,-4.6045055,-12.640738,correct,True,-4.6045055,-10.4080105,correct,True,10.693754,1251,[0.07294856756925583],[-0.3210722804069519],31878,"[-1.056214690208435, 10.630505561828613]","[-1.1650607585906982, 2.4576637744903564]",-9.998147,-5.947611,incorrect,False,-9.998147,-11.895222,correct,True,-9.998147,-11.12731,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,20,7.2124414,8,[6.9123077392578125],[3.083136558532715],1970,"[1.932604193687439, 10.322144508361816]","[6.753918170928955, 7.532946586608887]",-4.7483983,-5.7726426,correct,True,-4.7483983,-11.545285,correct,True,-4.7483983,-9.728102,correct,True,10.693945,1247,[0.06966207176446915],[-0.912685215473175],31849,"[-1.0571792125701904, 10.586950302124023]","[-3.0145132541656494, 4.548333644866943]",-9.9991,-5.964602,incorrect,False,-9.9991,-11.929204,correct,True,-9.9991,-11.12594,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,21,7.3575735,5,[7.284099102020264],[7.008564472198486],550,"[3.35355281829834, 10.916337013244629]","[3.6080000400543213, 6.205275058746338]",-4.225226,-4.821356,correct,True,-4.225226,-9.642712,correct,True,-4.225226,-8.155772,correct,True,10.693409,1230,[0.06603401899337769],[-0.3831767439842224],31783,"[-1.0646692514419556, 10.669219970703125]","[-4.095869064331055, 8.01807689666748]",-9.994465,-5.961352,incorrect,False,-9.994465,-11.922704,correct,True,-9.994465,-11.125168,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,22,6.953091,3,[8.207404136657715],[0.3487553000450134],378,"[3.938290596008301, 11.293526649475098]","[0.8220719695091248, 2.447099208831787]",-3.5979588,-4.6066866,correct,True,-3.5979588,-9.213373,correct,True,-3.5979588,-7.867072,correct,True,10.69266,1206,[0.06464966386556625],[-0.387809693813324],31734,"[-1.0748834609985352, 11.123882293701172]","[-4.263554096221924, 6.305102348327637]",-9.985691,-5.923181,incorrect,False,-9.985691,-11.846362,correct,True,-9.985691,-11.125225,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,23,6.632076,4,[7.980695724487305],[6.602767467498779],310,"[4.052670001983643, 11.36574649810791]","[5.895472526550293, 9.168007850646973]",-3.7807672,-4.520526,correct,True,-3.7807672,-9.041052,correct,True,-3.7807672,-7.7087927,correct,True,10.69206,1179,[0.06359267979860306],[-1.7252384424209595],31740,"[-1.0832017660140991, 11.388667106628418]","[-6.310200214385986, 11.195511817932129]",-9.979492,-5.9539576,incorrect,False,-9.979492,-11.907915,correct,True,-9.979492,-11.126287,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,24,5.6248903,4,[8.918322563171387],[8.59256362915039],138,"[5.102433204650879, 12.182000160217285]","[5.219903945922852, 9.868568420410156]",-3.3312557,-4.113963,correct,True,-3.3312557,-8.227926,correct,True,-3.3312557,-7.1471453,correct,True,10.691181,1156,[0.06033983454108238],[-1.8221677541732788],31684,"[-1.09317946434021, 12.209305763244629]","[-6.093928337097168, 6.308917999267578]",-9.972945,-5.8599153,incorrect,False,-9.972945,-11.7198305,correct,True,-9.972945,-11.126465,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,25,5.346098,3,[10.03417682647705],[9.635833740234375],86,"[5.872369766235352, 13.217855453491211]","[10.814236640930176, 6.69400691986084]",-2.5744464,-3.754703,correct,True,-2.5744464,-7.509406,correct,True,-2.5744464,-6.7362537,correct,True,10.6900835,1119,[0.056263267993927],[-1.66511869430542],31576,"[-1.1044615507125854, 12.52105712890625]","[-5.767265319824219, 6.405666351318359]",-9.964341,-5.884386,incorrect,False,-9.964341,-11.768772,correct,True,-9.964341,-11.125066,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,26,4.800786,1,[11.196823120117188],[11.306214332580566],31,"[7.478664398193359, 13.588247299194336]","[6.014184951782227, 2.6899728775024414]",-1.8585842,-3.1969442,correct,True,-1.8585842,-6.3938885,correct,True,-1.8585842,-5.576743,correct,True,10.689105,1099,[0.05253122001886368],[-1.0936486721038818],31506,"[-1.1150431632995605, 12.754840850830078]","[-6.365982532501221, 5.1722869873046875]",-9.957197,-5.9169846,incorrect,False,-9.957197,-11.833969,correct,True,-9.957197,-11.124772,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,27,3.4662223,1,[12.632086753845215],[5.7041168212890625],22,"[8.240508079528809, 13.52088451385498]","[4.208745002746582, 7.336490154266357]",-1.3072395,-3.4572117,correct,True,-1.3072395,-6.9144235,correct,True,-1.3072395,-5.698818,correct,True,10.688017,1057,[0.049961790442466736],[-2.4187963008880615],31443,"[-1.1275184154510498, 12.840462684631348]","[-6.436061859130859, 4.27701997756958]",-9.947671,-6.0055013,incorrect,False,-9.947671,-12.011003,correct,True,-9.947671,-11.125151,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,28,2.9307652,1,[13.01840591430664],[11.46492862701416],18,"[8.637076377868652, 14.068779945373535]","[6.025411128997803, 4.33721923828125]",-1.320542,-3.566946,correct,True,-1.320542,-7.133892,correct,True,-1.320542,-5.7018714,correct,True,10.686972,1046,[0.04388655349612236],[-2.266306161880493],31470,"[-1.140902042388916, 12.83535099029541]","[-7.10322904586792, 3.064131736755371]",-9.943077,-6.1856246,incorrect,False,-9.943077,-12.371249,correct,True,-9.943077,-11.127865,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,29,2.136057,1,[14.445306777954102],[9.733640670776367],21,"[9.366549491882324, 14.38173770904541]","[3.434262275695801, 3.0839357376098633]",-1.1167603,-3.7191606,correct,True,-1.1167603,-7.438321,correct,True,-1.1167603,-6.1955175,correct,True,10.685831,1026,[0.03883190453052521],[-2.41605806350708],31452,"[-1.1544265747070312, 12.844924926757812]","[-8.077582359313965, 2.329683303833008]",-9.936407,-6.2198296,incorrect,False,-9.936407,-12.439659,correct,True,-9.936407,-11.129665,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,30,1.7210451,1,[15.34201717376709],[15.598108291625977],16,"[9.608989715576172, 14.34268856048584]","[12.39360523223877, -0.9461994767189026]",-0.99006957,-3.997492,correct,True,-0.99006957,-7.994984,correct,True,-0.99006957,-6.723097,correct,True,10.684559,1003,[0.03441370278596878],[-3.070643663406372],31408,"[-1.1675746440887451, 12.623552322387695]","[-10.63654899597168, 4.416308403015137]",-9.928648,-6.2601314,incorrect,False,-9.928648,-12.520263,correct,True,-9.928648,-11.130636,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,31,1.4240215,2,[17.023666381835938],[9.939958572387695],14,"[11.127553939819336, 13.914511680603027]","[4.890565395355225, 2.254589080810547]",-0.98917466,-4.3549867,correct,True,-0.98917466,-8.709973,correct,True,-0.98917466,-6.8852873,correct,True,10.683206,993,[0.030276436358690262],[-3.950843572616577],31414,"[-1.181610345840454, 12.694465637207031]","[-8.948412895202637, 1.5255383253097534]",-9.921011,-6.454575,incorrect,False,-9.921011,-12.90915,correct,True,-9.921011,-11.132897,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,32,1.3388914,2,[17.76118278503418],[7.3679327964782715],13,"[11.450353622436523, 13.974552154541016]","[8.06677532196045, 7.289379119873047]",-0.9528457,-4.64188,correct,True,-0.9528457,-9.28376,correct,True,-0.9528457,-7.2636747,correct,True,10.681957,987,[0.024348516017198563],[-2.9064598083496094],31429,"[-1.195067048072815, 12.55228042602539]","[-6.66470193862915, 1.6583857536315918]",-9.916241,-6.529235,incorrect,False,-9.916241,-13.05847,correct,True,-9.916241,-11.135656,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,33,1.2307011,2,[18.19118309020996],[13.136985778808594],13,"[12.290958404541016, 14.676133155822754]","[12.635346412658691, 3.0945563316345215]",-1.3113871,-4.5124087,correct,True,-1.3113871,-9.024817,correct,True,-1.3113871,-7.2116117,correct,True,10.680548,977,[0.02005988173186779],[-2.9537765979766846],31364,"[-1.2065000534057617, 12.537752151489258]","[-4.969020366668701, 4.633574485778809]",-9.909148,-6.603361,incorrect,False,-9.909148,-13.206722,correct,True,-9.909148,-11.135708,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,34,1.101787,2,[19.531452178955078],[5.123641490936279],10,"[13.884689331054688, 14.805383682250977]","[3.0218472480773926, -2.0093016624450684]",-1.3739997,-4.5691195,correct,True,-1.3739997,-9.138239,correct,True,-1.3739997,-7.0207624,correct,True,10.679144,976,[0.014377596788108349],[-2.371826171875],31278,"[-1.2180267572402954, 12.717473030090332]","[-4.056200981140137, -0.7130070924758911]",-9.903727,-6.707693,incorrect,False,-9.903727,-13.415386,correct,True,-9.903727,-11.136131,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,35,1.115632,2,[19.56075668334961],[12.340044021606445],10,"[13.876496315002441, 14.3781156539917]","[5.174160480499268, 5.304530620574951]",-1.153821,-4.5184355,correct,True,-1.153821,-9.036871,correct,True,-1.153821,-6.8380814,correct,True,10.677685,968,[0.00823130365461111],[-1.7417194843292236],31245,"[-1.2326105833053589, 12.38541030883789]","[-3.649397373199463, 5.397767543792725]",-9.897208,-6.9201655,incorrect,False,-9.897208,-13.840331,correct,True,-9.897208,-11.13805,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,36,0.9542984,2,[20.740896224975586],[9.242499351501465],12,"[14.220722198486328, 14.79074764251709]","[6.261972427368164, 1.9805700778961182]",-1.3816315,-4.764252,correct,True,-1.3816315,-9.528504,correct,True,-1.3816315,-7.9018054,correct,True,10.676026,949,[0.004406551364809275],[-1.9478157758712769],31218,"[-1.2477103471755981, 12.534428596496582]","[-3.0231118202209473, 8.78264045715332]",-9.887949,-6.7917037,incorrect,False,-9.887949,-13.583407,correct,True,-9.887949,-11.140066,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,37,1.0481938,2,[21.3635196685791],[12.539834976196289],10,"[14.702679634094238, 14.890843391418457]","[2.4886863231658936, 4.66720724105835]",-0.93306637,-4.5527844,correct,True,-0.93306637,-9.105569,correct,True,-0.93306637,-7.5939064,correct,True,10.674025,934,[-0.00235344166867435],[-1.6174598932266235],31201,"[-1.2644726037979126, 13.158119201660156]","[-2.2139174938201904, 6.0307722091674805]",-9.880599,-6.6286316,incorrect,False,-9.880599,-13.257263,correct,True,-9.880599,-11.142718,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,38,0.97707164,1,[22.44907569885254],[14.057424545288086],11,"[14.573348045349121, 15.3226957321167]","[8.03735065460205, 1.158524513244629]",-0.5323484,-5.107701,correct,True,-0.5323484,-10.215402,correct,True,-0.5323484,-8.408076,correct,True,10.671929,913,[-0.008976495824754238],[-1.5960575342178345],31142,"[-1.2815899848937988, 13.385252952575684]","[-2.2278568744659424, 5.625945091247559]",-9.87181,-6.683981,incorrect,False,-9.87181,-13.367962,correct,True,-9.87181,-11.1444235,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,39,0.9088042,1,[23.673625946044922],[-2.1664633750915527],10,"[15.263259887695312, 15.269121170043945]","[-2.3889453411102295, 4.939491271972656]",-0.5220732,-5.204618,correct,True,-0.5220732,-10.409236,correct,True,-0.5220732,-8.932439,correct,True,10.66868,893,[-0.01880694180727005],[-1.4433704614639282],31102,"[-1.3087478876113892, 13.602272987365723]","[-1.4996323585510254, 2.4868502616882324]",-9.858106,-6.672781,incorrect,False,-9.858106,-13.345562,correct,True,-9.858106,-11.1480465,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,40,0.946166,1,[22.69794273376465],[0.8330902457237244],10,"[14.554773330688477, 15.693156242370605]","[-0.9892179369926453, 5.891351222991943]",-0.48408303,-4.943289,correct,True,-0.48408303,-9.886578,correct,True,-0.48408303,-8.627253,correct,True,10.664953,877,[-0.03409583494067192],[-1.3180639743804932],31000,"[-1.340703010559082, 13.547863960266113]","[-1.160780906677246, 8.348211288452148]",-9.844377,-6.7271857,incorrect,False,-9.844377,-13.454371,correct,True,-9.844377,-11.150984,correct,True,An
