task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",20,0.09821674,12,[11.639917373657227],[8.982891082763672],131,[6.435500621795654],[7.7126336097717285],-9.952219,-15.156635,correct,True,-9.952219,-15.156635,correct,True,-9.952219,-15.156635,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",21,0.107326485,7,[13.133902549743652],[12.864208221435547],33,[8.228280067443848],[9.355742454528809],-7.547308,-12.45293,correct,True,-7.547308,-12.45293,correct,True,-7.547308,-12.45293,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",22,0.28102136,2,[15.579244613647461],[15.581940650939941],16,[10.145797729492188],[5.414416313171387],-3.7075295,-9.140976,correct,True,-3.7075295,-9.140976,correct,True,-3.7075295,-9.140976,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",23,0.81364495,2,[18.24542808532715],[20.18585777282715],12,[10.518402099609375],[14.945794105529785],-0.8624902,-8.589516,correct,True,-0.8624902,-8.589516,correct,True,-0.8624902,-8.589516,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",24,0.08825143,1,[22.17617416381836],[13.05600643157959],4,[13.732765197753906],[16.159873962402344],-0.015551371,-8.458961,correct,True,-0.015551371,-8.458961,correct,True,-0.015551371,-8.458961,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",25,0.030252809,1,[23.7282772064209],[-7.456671714782715],3,[16.737363815307617],[-3.3098692893981934],-0.0040311515,-6.9949446,correct,True,-0.0040311515,-6.9949446,correct,True,-0.0040311515,-6.9949446,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",26,0.40919125,1,[19.649192810058594],[7.995413303375244],3,[14.387940406799316],[2.7119479179382324],-0.120458536,-5.381711,correct,True,-0.120458536,-5.381711,correct,True,-0.120458536,-5.381711,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",27,0.12814535,1,[20.446537017822266],[2.6245806217193604],3,[14.190208435058594],[-2.4298341274261475],-0.023025295,-6.279354,correct,True,-0.023025295,-6.279354,correct,True,-0.023025295,-6.279354,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",28,0.21614139,1,[19.04833984375],[2.5339736938476562],4,[12.065167427062988],[5.184807300567627],-0.037125442,-7.020298,correct,True,-0.037125442,-7.020298,correct,True,-0.037125442,-7.020298,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",29,0.84063697,1,[17.886667251586914],[2.5162057876586914],4,[12.37437629699707],[5.14755392074585],-0.5525631,-6.064854,correct,True,-0.5525631,-6.064854,correct,True,-0.5525631,-6.064854,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",30,1.3882225,1,[16.8118896484375],[10.456727981567383],4,[13.23520278930664],[8.325772285461426],-0.34707904,-3.923766,correct,True,-0.34707904,-3.923766,correct,True,-0.34707904,-3.923766,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,"The capital of Australia is either Canberra or Sydney. In fact,","The capital of Australia is either Canberra or Sydney. In fact, the capital of Australia is",31,2.0944607,1,[18.86026954650879],,9,[14.923913955688477],,-0.4820828,-4.4184384,correct,True,-0.4820828,-4.4184384,correct,True,-0.4820828,-4.4184384,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",0,9.487284,19154,[1.1719725131988525],[1.3016910552978516],71579,[-0.9684889912605286],[-0.33738431334495544],-11.703742,-13.844203,correct,True,-11.703742,-13.844203,correct,True,-11.703742,-13.844203,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",1,9.581048,26220,[1.5884648561477661],[-0.7020148038864136],87900,[-0.8003560304641724],[-0.4116048812866211],-12.135574,-14.524395,correct,True,-12.135574,-14.524395,correct,True,-12.135574,-14.524395,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",2,9.273807,53265,[0.7000503540039062],[-0.22911155223846436],93132,[-0.7947193384170532],[0.24990060925483704],-13.373091,-14.867861,correct,True,-13.373091,-14.867861,correct,True,-13.373091,-14.867861,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",3,9.319637,64839,[0.3716442883014679],[-2.199493408203125],85768,[-0.42809975147247314],[1.7453910112380981],-13.871187,-14.670931,correct,True,-13.871187,-14.670931,correct,True,-13.871187,-14.670931,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",4,9.265562,95240,[-1.0047544240951538],[1.8982902765274048],51133,[0.6950207352638245],[2.5567290782928467],-15.045817,-13.346043,incorrect,False,-15.045817,-13.346043,incorrect,False,-15.045817,-13.346043,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",5,9.475458,68757,[0.2591526210308075],[1.5847063064575195],24498,[2.0876553058624268],[0.7495803236961365],-13.945559,-12.117056,incorrect,False,-13.945559,-12.117056,incorrect,False,-13.945559,-12.117056,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",6,9.402441,42463,[1.2044237852096558],[0.4879728853702545],22299,[2.2056822776794434],[0.0006312483455985785],-13.074789,-12.07353,incorrect,False,-13.074789,-12.07353,incorrect,False,-13.074789,-12.07353,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",7,9.532364,29051,[1.3924797773361206],[-0.15153563022613525],18473,[2.022099733352661],[-1.0855636596679688],-12.386642,-11.757023,incorrect,False,-12.386642,-11.757023,incorrect,False,-12.386642,-11.757023,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",8,9.497368,41095,[1.1518651247024536],[1.2343758344650269],40987,[1.1566717624664307],[-2.217712879180908],-12.9508,-12.945993,incorrect,False,-12.9508,-12.945993,incorrect,False,-12.9508,-12.945993,incorrect,False
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",9,9.599232,22759,[1.8051716089248657],[0.03698152303695679],68273,[-0.13079068064689636],[-2.8649041652679443],-12.029493,-13.965456,correct,True,-12.029493,-13.965456,correct,True,-12.029493,-13.965456,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",10,9.392019,27406,[1.6421531438827515],[0.5264798998832703],107420,[-1.7693607807159424],[-0.5119608044624329],-12.372326,-15.783839,correct,True,-12.372326,-15.783839,correct,True,-12.372326,-15.783839,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",11,9.447585,29013,[1.8524125814437866],[0.5050614476203918],114117,[-1.962393879890442],[0.37663719058036804],-12.442732,-16.257538,correct,True,-12.442732,-16.257538,correct,True,-12.442732,-16.257538,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",12,9.254617,22889,[2.022080183029175],[0.4034031629562378],107888,[-1.6094309091567993],[1.9416539669036865],-12.10798,-15.739491,correct,True,-12.10798,-15.739491,correct,True,-12.10798,-15.739491,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",13,9.408334,19617,[2.1762595176696777],[-2.4488723278045654],81666,[-0.45592001080513],[1.8012937307357788],-11.897156,-14.529335,correct,True,-11.897156,-14.529335,correct,True,-11.897156,-14.529335,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",14,8.053588,43170,[0.6092259287834167],[1.0526808500289917],43372,[0.6009517908096313],[-1.2379286289215088],-13.305222,-13.313496,correct,True,-13.305222,-13.313496,correct,True,-13.305222,-13.313496,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",15,4.7045054,31075,[1.1340683698654175],[7.357433319091797],62466,[-0.18595345318317413],[4.691723823547363],-13.525882,-14.845903,correct,True,-13.525882,-14.845903,correct,True,-13.525882,-14.845903,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",16,5.9126444,1172,[4.773209095001221],[8.47389030456543],15093,[2.249674081802368],[4.244950771331787],-9.673825,-12.19736,correct,True,-9.673825,-12.19736,correct,True,-9.673825,-12.19736,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",17,2.9102235,15,[8.071322441101074],[3.101459264755249],2286,[3.9222805500030518],[1.7990760803222656],-6.928838,-11.07788,correct,True,-6.928838,-11.07788,correct,True,-6.928838,-11.07788,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",18,0.6851506,17,[8.436346054077148],[5.682382106781006],1529,[4.209059238433838],[5.913750648498535],-8.508809,-12.736096,correct,True,-8.508809,-12.736096,correct,True,-8.508809,-12.736096,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",19,0.44706362,11,[9.59611701965332],[6.900838851928711],179,[5.845880031585693],[2.2171308994293213],-7.819674,-11.56991,correct,True,-7.819674,-11.56991,correct,True,-7.819674,-11.56991,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",20,0.08936671,14,[11.087580680847168],[8.233470916748047],176,[6.074246883392334],[7.588870048522949],-10.929468,-15.942801,correct,True,-10.929468,-15.942801,correct,True,-10.929468,-15.942801,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",21,0.16436872,10,[12.39431095123291],[11.608014106750488],46,[7.861266613006592],[8.968770980834961],-8.744984,-13.278028,correct,True,-8.744984,-13.278028,correct,True,-8.744984,-13.278028,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",22,0.252418,3,[14.496671676635742],[16.179859161376953],18,[9.661027908325195],[5.3604350090026855],-4.8855796,-9.721224,correct,True,-4.8855796,-9.721224,correct,True,-4.8855796,-9.721224,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",23,0.78236043,2,[17.350116729736328],[21.308652877807617],15,[10.0299654006958],[16.57239532470703],-1.3680363,-8.688188,correct,True,-1.3680363,-8.688188,correct,True,-1.3680363,-8.688188,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",24,0.13860776,1,[21.493066787719727],[13.593239784240723],3,[13.593600273132324],[18.489341735839844],-0.027176267,-7.926643,correct,True,-0.027176267,-7.926643,correct,True,-0.027176267,-7.926643,correct,True
capitals-recognition,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,"The capital of Australia is either Sydney or Canberra. In fact,","The capital of Australia is either Sydney or Canberra. In fact, the capital of Australia is",25,0.05094009,1,[23.041149139404297],[-7.618945598602295],3,[17.004884719848633],[-3.034391164779663],-0.007359773,-6.0436244,correct,True,-0.007359773,-6.0436244,correct,True,-0.007359773,-6.0436244,correct,True
