task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,29,0.029602349,1,[13.05798053741455],[-13.394760131835938],3,[6.461004257202148],[-11.973970413208008],-0.0036770368,-6.600653,correct,True,-0.0036770368,-6.600653,correct,True,-0.0036770368,-6.600653,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,30,0.19830342,1,[5.250414848327637],[-9.643747329711914],2,[0.43573635816574097],[-9.026169776916504],-0.02631322,-4.840992,correct,True,-0.02631322,-4.840992,correct,True,-0.02631322,-4.840992,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,31,2.3788261,1,[-0.28764206171035767],,3,[-3.558743715286255],,-0.4556275,-3.7267292,correct,True,-0.4556275,-3.7267292,correct,True,-0.4556275,-3.7267292,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,0,9.855864,33416,"[1.3910434246063232, 1.722571849822998]","[-1.5301753282546997, -2.986422538757324]",49208,"[0.7846558094024658, 3.8651533126831055, 6.471142768859863]","[-1.8875619173049927, -0.20053300261497498, -4.287310600280762]",-10.576843,-8.817212,incorrect,False,-21.153687,-26.451637,correct,True,-12.213211,-12.819599,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,1,10.016136,63328,"[0.34286484122276306, 0.9295374155044556]","[-1.270555853843689, -1.5207628011703491]",78861,"[-0.33890801668167114, 3.769439697265625, 3.42047119140625]","[2.2045226097106934, 0.21038343012332916, 0.9247837662696838]",-11.35289,-9.484105,incorrect,False,-22.70578,-28.452314,correct,True,-13.255655,-13.937429,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,2,10.047758,88876,"[-0.39927181601524353, 0.6314407587051392]","[-1.5600111484527588, -1.393383502960205]",64710,"[0.8969294428825378, 3.786972761154175, 3.1499998569488525]","[-1.6202081441879272, 4.261043548583984, -3.423633098602295]",-12.225132,-9.22827,incorrect,False,-24.450264,-27.684809,correct,True,-14.676165,-13.379965,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,3,10.022708,91850,"[-1.1204408407211304, 0.055773332715034485]","[2.2616262435913086, 2.409027338027954]",78355,"[-0.1619807779788971, 5.06149959564209, 1.4778320789337158]","[-3.6515016555786133, 3.941873073577881, 4.70319128036499]",-12.280381,-9.496364,incorrect,False,-24.560762,-28.489092,correct,True,-15.027021,-14.068562,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,4,9.9032755,23445,"[0.5405454039573669, 0.7065848112106323]","[3.13472318649292, 3.1833572387695312]",84923,"[-2.3285605907440186, 5.952385425567627, 3.3671367168426514]","[-0.1426982283592224, 1.9934320449829102, 5.831478595733643]",-10.518644,-8.721412,incorrect,False,-21.037289,-26.164236,correct,True,-11.814622,-14.683727,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,5,9.877499,2613,"[2.329110860824585, 1.8827396631240845]","[-1.552404522895813, -0.3654216229915619]",66879,"[-1.7657827138900757, 6.41231107711792, 5.599323749542236]","[3.4439165592193604, 2.083932638168335, -0.6533852219581604]",-8.946047,-7.780308,incorrect,False,-17.892094,-23.340923,correct,True,-9.686586,-13.781481,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,6,9.845911,10840,"[1.0934745073318481, 1.7230291366577148]","[2.9589834213256836, -0.9904386401176453]",19339,"[0.4482976198196411, 7.03920316696167, 5.108643054962158]","[1.380431890487671, -0.13508673012256622, 1.2684128284454346]",-9.772028,-7.173401,incorrect,False,-19.544056,-21.520203,correct,True,-10.951284,-11.596462,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,7,9.829444,2245,"[2.4998955726623535, 1.30873703956604]","[-0.7084251046180725, -6.489894390106201]",10808,"[1.1148511171340942, 6.672243118286133, 5.39970588684082]","[0.22800582647323608, -0.7331776022911072, -1.4564212560653687]",-9.258341,-6.902677,incorrect,False,-18.516682,-20.70803,correct,True,-9.57415,-10.959196,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,8,9.819283,3777,"[1.9694936275482178, -1.4766700267791748]","[0.8129670023918152, 4.482156753540039]",9290,"[1.1433446407318115, 5.839633941650391, 4.256537914276123]","[-2.678609848022461, -0.2550935745239258, -0.8028490543365479]",-10.153734,-7.1143355,incorrect,False,-20.307468,-21.343006,correct,True,-9.979426,-10.805577,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,9,9.830834,985,"[2.08288311958313, 0.20354735851287842]","[2.0483717918395996, -3.8757619857788086]",16268,"[-0.3733535706996918, 5.591325283050537, 3.7567243576049805]","[0.196523055434227, -1.663788914680481, 2.0973048210144043]",-9.591634,-7.922318,incorrect,False,-19.183268,-23.766954,correct,True,-8.955375,-11.411612,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,10,9.7351265,208,"[2.9200453758239746, -1.2314772605895996]","[0.6938530206680298, 1.2944387197494507]",11755,"[-0.2622157037258148, 4.625479221343994, 4.4275126457214355]","[-3.2986936569213867, 1.0534744262695312, 6.621936321258545]",-9.348349,-7.792833,incorrect,False,-18.696697,-23.378498,correct,True,-7.8962326,-11.078493,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,11,9.756072,305,"[3.051874876022339, -0.761980414390564]","[0.3965934216976166, -0.12889499962329865]",45893,"[-1.617192029953003, 4.703347682952881, 6.737673759460449]","[1.0745046138763428, 2.9835808277130127, 4.0494384765625]",-9.557947,-8.037103,incorrect,False,-19.115894,-24.111307,correct,True,-8.240516,-12.909582,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,12,9.698471,738,"[3.12433123588562, -0.7613335847854614]","[0.6530109643936157, -2.109052896499634]",49737,"[-1.1549434661865234, 5.372533321380615, 7.813364028930664]","[1.2389041185379028, 0.5005613565444946, -0.9911861419677734]",-9.57281,-7.5002537,incorrect,False,-19.14562,-22.500761,correct,True,-8.805986,-13.0852585,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,13,9.756656,282,"[3.281423807144165, -1.3181339502334595]","[-0.009919977746903896, 2.1970362663269043]",27050,"[-0.6638705134391785, 5.2796783447265625, 7.147191047668457]","[-4.558581352233887, -0.5803178548812866, -2.3595449924468994]",-9.447481,-7.0073237,incorrect,False,-18.894962,-21.02197,correct,True,-8.128147,-12.073441,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,14,9.690181,65,"[3.181830883026123, -0.6470235586166382]","[-3.068955898284912, 4.891377925872803]",36228,"[-2.3308494091033936, 4.9346923828125, 6.167316913604736]","[0.13054394721984863, 4.542434215545654, 2.477477788925171]",-8.391525,-7.3607574,incorrect,False,-16.78305,-22.082272,correct,True,-7.050004,-12.562683,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,15,9.623459,265,"[1.8445786237716675, 0.6515176296234131]","[0.08926943689584732, 2.8307483196258545]",24465,"[-2.1410398483276367, 6.026129722595215, 6.575249671936035]","[-1.116403579711914, -0.8103102445602417, 5.99945592880249]",-8.572237,-6.5300546,incorrect,False,-17.144474,-19.590164,correct,True,-8.014623,-12.00024,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,16,9.058203,294,"[1.7318536043167114, 1.5806068181991577]","[8.393521308898926, 1.488459825515747]",27591,"[-2.397827625274658, 5.363337516784668, 8.174734115600586]","[2.5625691413879395, -0.30047935247421265, 9.762542724609375]",-7.8998604,-6.4431043,incorrect,False,-15.799721,-19.329313,correct,True,-8.156454,-12.286134,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,17,8.475765,5,"[5.122191429138184, 1.927843689918518]","[-0.08045230805873871, 3.1282248497009277]",3691,"[-1.0490294694900513, 4.822272300720215, 11.256036758422852]","[3.5041942596435547, 5.322762489318848, 5.4099249839782715]",-5.764853,-4.872234,incorrect,False,-11.529706,-14.616702,correct,True,-4.0913534,-10.262573,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,18,5.8286567,20,"[4.709413528442383, 2.875988721847534]","[11.957695960998535, 1.1426454782485962]",1247,"[0.33991768956184387, 6.21462345123291, 12.331245422363281]","[4.882986545562744, 7.087369441986084, 11.939420700073242]",-6.19023,-4.1256166,incorrect,False,-12.38046,-12.37685,incorrect,False,-5.6477556,-10.017252,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,19,4.349455,2,"[8.828229904174805, 2.9633028507232666]","[0.20447134971618652, 3.356635093688965]",116,"[2.1750471591949463, 7.87007474899292, 14.95326042175293]","[3.983412504196167, 5.69841194152832, 16.077606201171875]",-3.9283996,-3.109564,incorrect,False,-7.856799,-9.328692,correct,True,-1.7544248,-8.407606,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,20,3.9638152,6,"[8.251466751098633, 3.7623066902160645]","[9.505415916442871, 1.4337891340255737]",109,"[3.360135793685913, 8.871027946472168, 19.08074378967285]","[2.425616502761841, 1.6089558601379395, 2.737901210784912]",-4.565262,-3.0079691,incorrect,False,-9.130524,-9.023908,incorrect,False,-3.558396,-8.449731,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,21,3.0661895,5,"[10.703938484191895, 3.8245720863342285]","[20.324323654174805, -0.6256824731826782]",231,"[3.8680505752563477, 8.58988094329834, 18.516010284423828]","[16.692594528198242, 6.1502180099487305, 7.503377914428711]",-4.2382293,-3.5014036,incorrect,False,-8.476459,-10.50421,correct,True,-2.9889574,-9.824849,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,22,1.1525652,1,"[17.45288848876953, 3.301419734954834]","[11.494277000427246, 8.218259811401367]",18,"[10.171367645263672, 9.876543045043945, 19.615251541137695]","[5.920454025268555, 5.630269527435303, 8.684996604919434]",-3.5004058,-2.8978014,incorrect,False,-7.0008116,-8.693404,correct,True,-0.7500976,-8.03162,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,23,0.48360264,1,"[19.03102684020996, 5.502620220184326]","[3.199042320251465, 7.4564008712768555]",15,"[10.84032154083252, 10.788219451904297, 20.774200439453125]","[-0.1096888855099678, 5.823845386505127, 6.46024751663208]",-2.6855037,-3.194766,correct,True,-5.3710074,-9.584298,correct,True,-0.10568742,-8.296375,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,24,0.39983004,1,"[18.747066497802734, 7.183508396148682]","[14.723955154418945, 6.08515739440918]",15,"[10.102896690368652, 11.743800163269043, 21.179954528808594]","[14.491667747497559, 7.373928070068359, 12.270835876464844]",-1.931248,-3.1163568,correct,True,-3.862496,-9.349071,correct,True,-0.08534795,-8.729514,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,25,0.08714547,1,"[21.668107986450195, 8.351456642150879]","[-0.6154152750968933, 4.159310817718506]",7,"[13.837370872497559, 12.995443344116211, 23.40313720703125]","[-3.6099345684051514, 3.960178852081299, -2.9806578159332275]",-1.531042,-2.7784336,correct,True,-3.062084,-8.3353,correct,True,-0.011842541,-7.84258,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,26,0.025749072,1,"[20.016536712646484, 9.076748847961426]","[0.23754966259002686, 5.174915313720703]",6,"[11.816472053527832, 13.430157661437988, 20.945859909057617]","[-2.410285472869873, 2.7506580352783203, 2.1509902477264404]",-1.1684226,-2.7530081,correct,True,-2.3368452,-8.259025,correct,True,-0.0027253411,-8.2028,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,27,0.023491303,1,"[18.73045539855957, 10.063154220581055]","[-8.507403373718262, 0.508184015750885]",4,"[10.290875434875488, 13.511249542236328, 20.09268569946289]","[-5.160518646240234, 2.5386438369750977, -9.440524101257324]",-0.9094075,-2.8217897,correct,True,-1.818815,-8.465369,correct,True,-0.0024800517,-8.442057,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,28,0.034780797,1,"[15.531451225280762, 9.667096138000488]","[-7.472865581512451, -3.8501875400543213]",3,"[8.398050308227539, 13.655817985534668, 16.183059692382812]","[-7.644177436828613, 16.3737735748291, -12.38000202178955]",-0.35572237,-2.3800766,correct,True,-0.71144474,-7.1402297,correct,True,-0.00390719,-7.137306,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,29,0.052349836,1,"[11.505120277404785, 7.0034990310668945]","[-10.946955680847168, -0.17146964371204376]",3,"[4.941657543182373, 18.268301010131836, 9.03689193725586]","[-11.191187858581543, -18.856258392333984, -8.278099060058594]",-0.20409629,-2.1897767,correct,True,-0.40819257,-6.56933,correct,True,-0.005799965,-6.5692654,correct,True
